Frame #,Sample Size,Selected Sample,Feature Size, Selected Features, # Clusters,Cluster Sum, Cluster Avg., Box Est.,Actual, Validity, Accuracy
1,1,1,1719,1545,3,1545,515,633,432,0,146.528
2,1,1,1726,1471,3,1471,490,617,435,4,141.839
3,3,3,1720,1575,3,1575,525,760,442,0,171.946
4,2,2,1711,1445,3,1445,481,736,447,2,164.653
5,2,1,1702,67,3,67,22,66,444,4,14.8649
6,2,2,1707,1638,3,1638,546,755,441,0,171.202
7,3,3,1690,1639,3,1639,546,781,443,0,176.298
8,2,2,1683,207,4,207,51,197,430,4,45.814
9,3,3,1697,1447,5,1447,289,641,435,4,147.356
10,3,1,1759,319,3,319,106,295,432,4,68.287
11,3,3,1786,273,5,273,54,251,414,4,60.628
12,1,1,1803,273,3,273,91,258,431,4,59.8608
13,2,2,1752,332,4,332,83,310,429,4,72.2611
14,1,1,1810,341,3,341,113,318,425,4,74.8235
15,2,2,1800,346,4,346,86,319,426,4,74.8826
16,1,1,1787,1723,3,1723,574,707,411,0,172.019
17,2,1,1786,302,3,302,100,280,409,4,68.4597
18,1,1,1791,381,3,381,127,342,401,4,85.2868
19,1,1,1841,330,3,330,110,294,416,4,70.6731
20,2,1,1851,355,3,355,118,321,418,4,76.7943
21,1,1,1859,324,3,324,108,289,408,4,70.8333
22,1,1,1883,254,3,254,84,239,422,4,56.6351
23,1,1,1884,291,3,291,97,269,418,4,64.3541
24,1,1,1841,1823,3,1823,607,770,410,0,187.805
25,1,1,1884,388,3,388,129,342,416,4,82.2115
26,1,1,1869,310,3,310,103,284,410,4,69.2683
27,1,1,1878,1735,3,1735,578,780,409,0,190.709
28,1,1,1847,332,3,332,110,291,409,4,71.1491
29,1,1,1861,328,3,328,109,291,397,4,73.2997
30,1,1,1868,311,3,311,103,269,401,4,67.0823
31,1,1,1893,1645,3,1645,548,750,401,0,187.032
32,1,1,1874,324,3,324,108,277,404,4,68.5644
33,1,1,1934,304,3,304,101,268,395,4,67.8481
34,1,1,1922,365,3,365,121,314,389,4,80.7198
35,1,1,1894,240,3,240,80,209,390,4,53.5897
36,1,1,1868,1744,3,1744,581,732,381,0,192.126
37,1,1,1832,1705,3,1705,568,762,378,0,201.587
38,1,1,1841,400,3,400,133,325,376,4,86.4362
39,2,2,1860,454,4,454,113,316,371,4,85.1752
40,2,2,1838,1825,3,1825,608,957,376,0,254.521
41,1,1,1857,343,3,343,114,279,366,4,76.2295
42,1,1,1861,1846,3,1846,615,815,367,0,222.071
43,1,1,1774,400,3,400,133,319,359,4,88.8579
44,1,1,1771,1725,3,1725,575,760,348,0,218.391
45,2,1,1714,206,3,206,68,172,343,4,50.1458
46,1,1,1745,244,3,244,81,202,351,4,57.5499
47,1,1,1709,390,3,390,130,302,341,4,88.563
48,1,1,1677,331,3,331,110,263,329,4,79.9392
49,2,1,1710,368,3,368,122,290,329,4,88.1459
50,2,2,1650,1643,3,1643,547,966,329,0,293.617
51,1,1,1671,147,3,147,49,117,323,4,36.2229
52,2,2,1650,381,3,381,127,281,318,4,88.3648
53,2,2,1559,204,3,204,68,157,306,4,51.3072
54,2,2,1579,346,3,346,115,252,304,4,82.8947
55,2,2,1510,213,3,213,71,171,285,4,60
56,2,2,1462,361,3,361,120,259,288,4,89.9306
57,2,2,1463,188,3,188,62,147,289,4,50.8651
58,2,2,1406,362,3,362,120,257,281,4,91.4591
59,2,2,1391,335,3,335,111,240,268,4,89.5522
60,2,2,1356,331,3,331,110,232,257,4,90.2724
61,2,2,1340,331,3,331,110,226,261,4,86.59
62,2,2,1325,318,3,318,106,226,262,4,86.2595
63,2,2,1291,293,3,293,97,208,263,4,79.0875
64,2,2,1285,131,3,131,43,92,251,4,36.6534
65,2,2,1253,233,3,233,77,167,245,4,68.1633
66,2,2,1247,1225,3,1225,408,530,242,0,219.008
67,2,2,1219,320,3,320,106,209,237,4,88.1857
68,2,2,1202,242,3,242,80,169,228,4,74.1228
69,2,2,1160,281,3,281,93,185,220,4,84.0909
70,2,1,1141,104,3,104,34,74,224,4,33.0357
71,2,2,1152,291,3,291,97,181,212,4,85.3774
72,2,2,1104,308,3,308,102,183,200,4,91.5
73,2,2,1056,276,3,276,92,172,196,4,87.7551
