Frame #,Sample Size,Selected Sample,Feature Size, Selected Features, # Clusters,Cluster Sum, Cluster Avg., Box Est.,Actual, Validity, Accuracy
84,4,3,612,109,12,109,9,64,0,4,0
85,3,1,608,3,3,3,1,2,0,4,0
86,4,1,575,44,6,44,7,33,0,4,0
87,0,0,608,0,2,0,0,34,0,2,0
88,2,2,613,91,7,91,13,56,0,4,0
89,0,0,645,0,2,0,0,49,0,4,0
90,0,0,646,0,2,0,0,50,0,4,0
91,2,2,608,117,11,117,10,66,0,4,0
92,3,3,604,167,15,167,11,101,0,4,0
93,2,1,612,33,4,33,8,25,0,4,0
94,2,2,610,106,14,106,7,63,0,4,0
95,2,2,610,70,9,70,7,40,0,4,0
96,2,2,593,50,6,50,8,30,0,4,0
97,2,2,591,28,4,28,7,21,0,4,0
98,2,2,601,40,5,40,8,24,0,4,0
99,2,2,587,41,5,41,8,28,0,4,0
100,2,2,594,40,5,40,8,27,0,2,0
101,2,2,591,65,8,65,8,36,0,4,0
102,2,1,606,58,13,58,4,40,0,4,0
103,2,2,601,38,6,38,6,26,0,4,0
104,1,1,620,70,10,70,7,46,0,4,0
105,1,1,589,70,6,70,11,43,0,4,0
106,1,1,585,65,7,65,9,43,0,2,0
107,1,1,598,39,5,39,7,27,0,4,0
108,1,1,572,104,12,104,8,67,0,4,0
109,1,1,576,86,6,86,14,63,0,4,0
110,1,1,575,73,6,73,12,54,0,4,0
111,1,1,590,33,5,33,6,22,0,4,0
112,0,0,588,0,2,0,0,47,0,4,0
113,0,0,583,0,2,0,0,40,0,2,0
114,1,1,583,48,4,48,12,29,0,4,0
115,3,1,560,7,4,7,1,5,0,4,0
116,0,0,559,0,2,0,0,35,0,4,0
117,0,0,535,0,2,0,0,38,0,4,0
