Frame #,Sample Size,Selected Sample,Feature Size, Selected Features, # Clusters,Cluster Sum, Cluster Avg., Box Est.,Actual, Validity, Accuracy
1,2,2,517,122,13,122,9,81,0,4,0
2,1,1,531,21,4,21,5,16,0,4,0
3,1,1,532,15,4,15,3,12,0,4,0
4,1,1,554,26,5,26,5,22,0,4,0
5,3,3,532,37,5,37,7,24,0,4,0
6,2,2,548,38,7,38,5,25,0,4,0
7,3,3,556,46,5,46,9,27,0,4,0
8,3,3,557,46,5,46,9,27,0,4,0
9,2,2,555,75,9,75,8,38,0,4,0
10,2,2,530,152,19,152,8,82,0,4,0
11,2,2,549,36,7,36,5,24,0,4,0
12,3,3,569,43,7,43,6,26,0,4,0
13,2,2,579,28,6,28,4,18,0,4,0
14,2,2,586,36,6,36,6,25,0,4,0
15,1,1,570,39,6,39,6,25,0,4,0
16,1,1,552,54,6,54,9,39,0,4,0
17,3,3,568,49,9,49,5,30,0,4,0
18,2,2,570,57,5,57,11,35,0,4,0
19,2,2,577,100,11,100,9,58,0,4,0
20,2,2,583,39,7,39,5,27,0,4,0
21,2,2,589,32,6,32,5,23,0,4,0
22,2,2,584,37,7,37,5,24,0,4,0
23,2,1,559,43,9,43,4,29,0,4,0
24,2,2,572,39,5,39,7,24,0,4,0
25,1,1,578,89,12,89,7,54,0,4,0
26,1,1,569,44,4,44,11,32,0,4,0
27,1,1,575,37,5,37,7,28,0,4,0
28,2,2,593,115,16,115,7,64,0,4,0
29,2,2,584,41,7,41,5,25,0,4,0
30,2,2,607,24,5,24,4,20,0,4,0
31,1,1,590,80,8,80,10,44,0,4,0
32,1,1,590,160,13,160,12,98,0,4,0
33,2,1,594,69,7,69,9,42,0,4,0
34,2,2,601,48,4,48,12,34,0,4,0
35,2,2,600,46,6,46,7,32,0,4,0
36,2,2,601,101,11,101,9,48,0,4,0
37,3,2,583,54,6,54,9,33,0,4,0
38,3,2,603,63,9,63,7,30,0,4,0
39,3,2,602,53,8,53,6,28,0,4,0
40,2,1,594,88,11,88,8,52,0,4,0
41,1,1,607,55,6,55,9,34,0,4,0
42,1,1,619,49,4,49,12,31,0,4,0
43,1,1,616,60,7,60,8,33,0,4,0
44,2,2,629,43,6,43,7,30,0,4,0
45,2,2,629,160,20,160,8,95,0,4,0
46,2,1,636,35,6,35,5,27,0,4,0
47,2,2,614,58,6,58,9,33,0,2,0
48,2,1,620,100,11,100,9,66,0,4,0
49,2,2,588,34,6,34,5,24,0,2,0
50,2,2,581,54,6,54,9,41,0,4,0
51,3,2,590,37,5,37,7,27,0,4,0
52,3,2,597,34,5,34,6,25,0,4,0
53,3,2,598,192,18,192,10,127,0,2,0
54,2,2,603,52,4,52,13,28,0,4,0
55,3,3,601,302,23,302,13,203,0,4,0
56,3,3,599,46,5,46,9,24,0,4,0
57,3,3,576,69,14,69,4,35,0,4,0
58,2,1,577,43,7,43,6,28,0,2,0
59,3,2,572,59,9,59,6,38,0,4,0
60,2,1,591,64,11,64,5,42,0,4,0
61,1,1,605,596,4,596,149,324,0,0,0
62,1,1,603,68,8,68,8,41,0,4,0
63,3,3,618,144,10,144,14,86,0,4,0
64,1,1,617,56,7,56,8,33,0,4,0
65,2,1,596,140,9,140,15,95,0,4,0
66,2,1,614,22,5,22,4,13,0,4,0
67,2,2,601,76,6,76,12,46,0,4,0
68,2,2,600,78,7,78,11,43,0,4,0
69,3,2,626,43,6,43,7,32,0,4,0
70,3,2,613,150,9,150,16,99,0,4,0
71,3,2,617,166,13,166,12,104,0,4,0
72,4,3,599,85,9,85,9,50,0,4,0
73,4,4,607,270,14,270,19,178,0,2,0
74,4,4,589,284,18,284,15,235,0,4,0
75,5,1,581,36,6,36,6,23,0,4,0
76,5,2,582,72,6,72,12,45,0,4,0
77,4,3,602,62,7,62,8,39,0,4,0
78,3,1,604,112,13,112,8,64,0,4,0
79,4,1,619,41,6,41,6,27,0,4,0
80,6,1,621,80,11,80,7,40,0,4,0
81,4,1,608,154,6,154,25,97,0,4,0
82,4,3,600,352,14,352,25,281,0,4,0
83,5,3,571,56,7,56,8,41,0,4,0
