Frame #,Sample Size,Selected Sample,Feature Size, Selected Features, # Clusters,Cluster Sum, Cluster Avg., Box Est.,Actual, Validity, Accuracy
1,6,1,90,26,4,26,6,15,25,0,60
2,5,1,102,62,4,62,15,25,23,-2,108.696
3,0,0,82,0,2,0,0,0,21,-2,0
4,0,0,91,0,2,0,0,0,18,-2,0
5,0,0,79,0,2,0,0,0,18,-2,0
6,0,0,64,0,2,0,0,0,21,-2,0
7,0,0,65,0,2,0,0,0,17,-2,0
8,0,0,36,0,2,0,0,0,18,-2,0
9,0,0,35,0,2,0,0,0,17,-2,0
10,0,0,40,0,2,0,0,0,17,-2,0
11,0,0,38,0,2,0,0,0,16,-2,0
12,5,1,60,19,6,19,3,11,15,4,73.3333
13,0,0,56,0,2,0,0,0,15,-2,0
14,0,0,53,0,2,0,0,0,16,-2,0
15,0,0,56,0,2,0,0,0,18,-2,0
16,0,0,57,0,2,0,0,0,17,-2,0
17,0,0,53,0,2,0,0,0,14,-2,0
18,0,0,50,0,2,0,0,0,14,-2,0
19,0,0,49,0,2,0,0,0,16,-2,0
20,0,0,28,0,2,0,0,0,16,-2,0
21,0,0,28,0,2,0,0,0,15,-2,0
22,0,0,59,0,2,0,0,0,14,-2,0
23,0,0,44,0,2,0,0,0,14,-2,0
24,0,0,38,0,2,0,0,0,14,-2,0
25,0,0,40,0,2,0,0,0,18,-2,0
26,0,0,40,0,2,0,0,0,14,-2,0
27,0,0,25,0,2,0,0,0,13,-2,0
28,0,0,31,0,2,0,0,0,12,-2,0
29,0,0,28,0,2,0,0,0,11,-2,0
30,0,0,40,0,2,0,0,0,11,-2,0
31,0,0,41,0,2,0,0,0,9,-2,0
32,0,0,46,0,2,0,0,0,13,-2,0
33,0,0,39,0,2,0,0,0,9,-2,0
34,0,0,31,0,2,0,0,0,9,-2,0
35,0,0,29,0,2,0,0,0,9,-2,0
36,0,0,27,0,2,0,0,0,9,-2,0
37,0,0,28,0,2,0,0,0,9,-2,0
38,0,0,21,0,2,0,0,0,9,-2,0
39,0,0,20,0,2,0,0,0,13,-2,0
40,0,0,19,0,2,0,0,0,8,-2,0
41,0,0,20,0,2,0,0,0,8,-2,0
42,0,0,26,0,2,0,0,0,12,-2,0
43,0,0,22,0,2,0,0,0,8,-2,0
44,0,0,19,0,2,0,0,0,8,-2,0
45,0,0,23,0,2,0,0,0,8,-2,0
46,0,0,26,0,2,0,0,0,9,-2,0
47,0,0,23,0,2,0,0,0,8,-2,0
48,0,0,24,0,2,0,0,0,7,-2,0
49,0,0,21,0,2,0,0,0,7,-2,0
50,0,0,20,0,2,0,0,0,7,-2,0
51,0,0,20,0,2,0,0,0,7,-2,0
52,0,0,19,0,2,0,0,0,7,-2,0
53,0,0,20,0,2,0,0,0,7,-2,0
54,0,0,15,0,2,0,0,0,6,-2,0
55,0,0,17,0,2,0,0,0,7,-2,0
56,0,0,16,0,2,0,0,0,6,-2,0
57,0,0,21,0,2,0,0,0,7,-2,0
58,0,0,15,0,2,0,0,0,6,-2,0
59,0,0,19,0,2,0,0,0,5,-2,0
60,0,0,12,0,2,0,0,0,5,-2,0
61,0,0,15,0,2,0,0,0,5,-2,0
62,0,0,17,0,2,0,0,0,5,-2,0
63,0,0,19,0,2,0,0,0,5,-2,0
64,0,0,19,0,2,0,0,0,5,-2,0
65,0,0,10,0,2,0,0,0,6,-2,0
66,0,0,13,0,2,0,0,0,4,-2,0
67,13,11,35,33,4,33,8,12,4,-2,300
68,12,10,35,29,4,29,7,11,4,-2,275
69,12,10,35,29,4,29,7,11,5,-2,220
70,10,10,33,33,4,33,8,11,5,-2,220
71,13,13,32,32,4,32,8,8,4,-2,200
72,0,0,15,0,2,0,0,0,4,-2,0
73,0,0,14,0,2,0,0,0,4,-2,0
74,0,0,14,0,2,0,0,0,4,-2,0
75,11,11,36,33,4,33,8,12,4,-1,300
76,7,7,20,16,4,16,4,6,4,-1,150
77,10,10,29,28,4,28,7,12,4,-2,300
78,9,9,26,26,4,26,6,16,4,-2,400
79,9,9,24,23,4,23,5,13,4,-2,325
80,0,0,22,0,2,0,0,0,5,-2,0
81,0,0,20,0,2,0,0,0,4,-2,0
82,0,0,21,0,2,0,0,0,4,-2,0
83,0,0,17,0,2,0,0,0,6,-2,0
84,0,0,19,0,2,0,0,0,3,-2,0
85,6,6,18,18,4,18,4,8,3,-2,266.667
86,0,0,20,0,2,0,0,0,3,-2,0
87,0,0,17,0,2,0,0,0,3,-2,0
88,7,7,18,18,4,18,4,11,3,0,366.667
89,10,10,19,19,4,19,4,12,3,-1,400
90,9,9,23,22,4,22,5,13,3,-2,433.333
91,0,0,14,0,2,0,0,0,3,-2,0
92,0,0,17,0,2,0,0,0,2,-2,0
93,0,0,17,0,2,0,0,0,2,-2,0
94,0,0,14,0,2,0,0,0,2,-2,0
95,0,0,13,0,2,0,0,0,2,-2,0
96,0,0,17,0,2,0,0,0,6,-2,0
97,0,0,16,0,2,0,0,0,2,-2,0
98,0,0,16,0,2,0,0,0,2,-2,0
99,0,0,20,0,2,0,0,0,2,-2,0
100,0,0,21,0,2,0,0,0,2,-2,0
101,0,0,20,0,2,0,0,0,2,-2,0
102,0,0,22,0,2,0,0,0,2,-2,0
103,21,15,32,20,4,20,5,6,2,-1,300
104,0,0,15,0,2,0,0,0,2,-2,0
105,0,0,14,0,2,0,0,0,2,-2,0
106,0,0,22,0,2,0,0,0,2,-2,0
107,25,25,46,46,4,46,11,15,2,-2,750
108,32,25,50,43,4,43,10,19,2,-1,950
109,0,0,22,0,2,0,0,0,2,-2,0
110,26,23,38,34,4,34,8,18,2,-1,900
111,23,19,32,28,4,28,7,17,2,-1,850
112,0,0,13,0,2,0,0,0,2,-2,0
113,0,0,21,0,2,0,0,0,2,-2,0
114,0,0,29,0,2,0,0,0,3,-2,0
115,17,15,30,28,4,28,7,13,2,-1,650
116,0,0,31,0,2,0,0,0,2,-2,0
117,0,0,31,0,2,0,0,0,2,-2,0
118,16,14,31,28,4,28,7,15,2,0,750
119,20,16,35,31,4,31,7,19,2,-1,950
120,0,0,29,0,2,0,0,0,2,-2,0
121,6,5,28,22,4,22,5,7,2,0,350
122,6,5,28,22,4,22,5,7,2,0,350
123,3,2,27,13,3,13,4,7,2,-2,350
124,0,0,23,0,2,0,0,0,2,-2,0
125,0,0,22,0,2,0,0,0,2,-2,0
126,0,0,22,0,2,0,0,0,2,-2,0
127,0,0,28,0,2,0,0,0,2,-2,0
128,0,0,26,0,2,0,0,0,2,-2,0
129,0,0,26,0,2,0,0,0,2,-2,0
130,0,0,37,0,2,0,0,0,2,-2,0
131,0,0,26,0,2,0,0,0,0,-2,0
