Frame #,Box Est.,Actual, Accuracy
1,37,0,0
2,37,0,0
3,36,0,0
4,34,0,0
5,36,0,0
6,35,0,0
7,34,0,0
8,33,0,0
9,36,0,0
10,34,0,0
11,31,0,0
12,33,0,0
13,31,0,0
14,33,0,0
15,36,0,0
16,35,0,0
17,33,0,0
18,34,0,0
19,32,0,0
20,32,0,0
21,31,0,0
22,34,0,0
23,32,0,0
24,33,0,0
25,33,0,0
26,33,0,0
27,35,0,0
28,34,0,0
29,35,0,0
30,31,0,0
31,30,0,0
32,33,0,0
33,33,0,0
34,34,0,0
35,33,0,0
36,25,0,0
37,25,0,0
38,34,0,0
39,35,0,0
40,35,0,0
41,32,0,0
42,29,0,0
43,30,0,0
44,30,0,0
45,32,0,0
46,35,0,0
47,32,0,0
48,32,0,0
49,33,0,0
50,33,0,0
51,30,0,0
52,28,0,0
53,24,0,0
54,28,0,0
55,31,0,0
56,33,0,0
57,32,0,0
58,31,0,0
59,29,0,0
60,28,0,0
61,28,0,0
62,30,0,0
63,31,0,0
64,29,0,0
65,32,0,0
66,29,0,0
67,31,0,0
68,31,0,0
69,27,0,0
70,28,0,0
71,27,0,0
72,28,0,0
73,31,0,0
74,31,0,0
75,28,0,0
76,33,0,0
77,31,0,0
78,30,0,0
79,31,0,0
80,30,0,0
81,20,0,0
82,27,0,0
83,30,0,0
84,30,0,0
85,29,0,0
86,26,0,0
87,30,0,0
88,29,0,0
89,24,0,0
90,29,0,0
91,29,0,0
92,26,0,0
93,30,0,0
94,27,0,0
95,29,0,0
96,30,0,0
97,26,0,0
98,26,0,0
99,29,0,0
100,25,0,0
101,24,0,0
102,27,0,0
103,26,0,0
104,27,0,0
105,25,0,0
106,28,0,0
107,31,0,0
108,28,0,0
109,27,0,0
110,22,0,0
111,28,0,0
112,25,0,0
113,26,0,0
114,27,0,0
115,26,0,0
116,25,0,0
117,26,0,0
118,30,0,0
119,25,0,0
120,24,0,0
121,26,0,0
122,27,0,0
123,27,0,0
124,24,0,0
125,28,0,0
126,26,0,0
127,26,0,0
128,28,0,0
129,24,0,0
130,24,0,0
131,23,0,0
132,23,0,0
133,23,0,0
134,25,0,0
135,25,0,0
136,31,0,0
137,29,0,0
138,28,0,0
139,23,0,0
140,24,0,0
141,28,0,0
142,26,0,0
143,18,0,0
144,25,0,0
145,21,0,0
146,21,0,0
147,24,0,0
148,27,0,0
149,26,0,0
150,25,0,0
151,25,0,0
152,26,0,0
153,24,0,0
154,23,0,0
155,27,0,0
156,28,0,0
157,27,0,0
158,27,0,0
159,27,0,0
160,26,0,0
161,25,0,0
162,26,0,0
163,28,0,0
164,27,0,0
165,27,0,0
166,26,0,0
167,26,0,0
168,25,0,0
169,26,0,0
170,27,0,0
171,23,0,0
172,27,0,0
173,23,0,0
174,26,0,0
175,24,0,0
176,28,0,0
177,28,0,0
178,27,0,0
179,28,0,0
180,28,0,0
181,30,0,0
182,27,0,0
183,28,0,0
184,28,0,0
185,27,0,0
186,26,0,0
187,26,0,0
188,26,0,0
189,23,0,0
190,22,0,0
191,23,0,0
192,21,0,0
193,25,0,0
194,24,0,0
195,18,0,0
196,25,0,0
197,21,0,0
198,21,0,0
199,30,0,0
200,28,0,0
201,28,0,0
202,30,0,0
203,27,0,0
