Frame #,Sample Size,Selected Sample,Feature Size, Selected Features, # Clusters,Cluster Sum, Cluster Avg., Box Est.,Actual, Validity, Accuracy
1,40,25,111,61,12,61,5,9,0,-1,0
2,35,17,98,48,11,48,4,6,0,2,0
3,35,18,103,60,14,60,4,12,0,4,0
4,35,17,103,58,12,58,4,12,0,2,0
5,35,25,101,62,12,62,5,9,0,2,0
6,35,24,101,72,15,72,4,10,0,2,0
7,38,23,107,63,13,63,4,11,0,2,0
8,36,24,108,63,14,63,4,10,0,0,0
9,35,23,107,63,13,63,4,9,0,0,0
10,33,21,107,59,15,59,3,7,0,4,0
11,32,20,105,66,14,66,4,9,0,2,0
12,37,24,106,68,16,68,4,10,0,4,0
13,33,21,108,64,13,64,4,8,0,2,0
14,34,20,109,60,15,60,4,9,0,4,0
15,28,15,99,58,14,58,4,7,0,2,0
16,28,19,95,63,16,63,3,9,0,2,0
17,30,22,91,62,14,62,4,10,0,2,0
18,25,12,94,54,12,54,4,10,0,0,0
19,29,16,90,58,14,58,4,10,0,4,0
20,27,13,93,63,12,63,5,10,0,0,0
21,29,12,94,46,12,46,3,11,0,0,0
22,31,15,106,68,16,68,4,12,0,4,0
23,27,19,96,64,17,64,3,12,0,4,0
24,30,20,100,67,12,67,5,11,0,0,0
25,23,16,97,64,14,64,4,10,0,4,0
26,28,20,96,71,10,71,7,14,0,-2,0
27,25,20,87,66,13,66,5,14,0,-1,0
28,24,19,86,63,14,63,4,11,0,0,0
29,31,31,92,91,4,91,22,28,0,0,0
30,31,20,93,66,11,66,6,10,0,0,0
31,26,26,91,89,4,89,22,25,0,0,0
32,31,18,101,50,10,50,5,9,0,2,0
33,31,31,100,100,4,100,25,20,0,-2,0
34,19,19,80,79,4,79,19,21,0,0,0
35,12,7,76,38,9,38,4,10,0,0,0
36,17,14,78,55,10,55,5,10,0,0,0
37,17,17,70,69,4,69,17,19,0,-1,0
38,17,17,71,67,4,67,16,18,0,0,0
39,17,7,72,34,9,34,3,10,0,2,0
40,25,20,80,54,13,54,4,10,0,2,0
41,20,18,69,64,4,64,16,23,0,0,0
42,25,15,68,45,10,45,4,13,0,2,0
43,21,15,68,51,9,51,5,11,0,0,0
44,19,13,57,38,10,38,3,11,0,2,0
45,21,13,61,38,10,38,3,11,0,2,0
46,17,5,52,29,9,29,3,6,0,2,0
47,12,9,48,38,9,38,4,13,0,2,0
48,32,30,72,66,4,66,16,24,0,-1,0
49,20,10,62,29,7,29,4,7,0,-1,0
50,21,21,62,62,5,62,12,15,0,0,0
51,17,14,51,38,5,38,7,9,0,-1,0
52,17,9,51,26,8,26,3,10,0,4,0
53,15,15,45,45,4,45,11,19,0,-2,0
54,13,11,45,32,7,32,4,12,0,0,0
55,12,10,43,38,7,38,5,12,0,0,0
56,13,12,47,45,6,45,7,15,0,0,0
57,13,11,47,44,5,44,8,14,0,0,0
58,10,6,35,19,6,19,3,9,0,0,0
59,9,9,48,48,5,48,9,17,0,-1,0
60,13,9,49,32,11,32,2,8,0,0,0
61,12,12,51,47,7,47,6,14,0,0,0
62,12,12,51,48,7,48,6,14,0,0,0
63,15,9,56,30,8,30,3,10,0,1,0
64,14,8,53,28,5,28,5,9,0,-2,0
65,17,14,53,39,5,39,7,8,0,-1,0
66,14,12,49,40,5,40,8,16,0,0,0
67,21,13,53,38,8,38,4,11,0,-1,0
68,20,9,51,32,6,32,5,9,0,-1,0
69,24,21,50,40,8,40,5,8,0,0,0
70,20,17,47,42,5,42,8,11,0,0,0
71,19,15,49,41,8,41,5,14,0,0,0
72,22,10,54,36,8,36,4,9,0,0,0
73,25,25,53,52,5,52,10,21,0,0,0
74,19,14,44,32,8,32,4,10,0,2,0
75,13,10,36,29,8,29,3,7,0,0,0
76,13,12,36,33,5,33,6,13,0,0,0
77,12,4,37,21,6,21,3,6,0,0,0
78,12,9,40,29,7,29,4,9,0,0,0
79,10,4,31,19,6,19,3,8,0,0,0
80,13,8,35,23,7,23,3,9,0,-1,0
81,18,16,37,34,4,34,8,12,0,0,0
82,19,16,40,36,4,36,9,13,0,0,0
83,14,12,43,32,7,32,4,11,0,-1,0
84,15,15,50,50,5,50,10,13,0,-1,0
85,13,11,46,41,6,41,6,16,0,-1,0
86,13,13,48,47,4,47,11,21,0,-1,0
87,13,11,44,35,6,35,5,13,0,0,0
88,17,15,48,42,5,42,8,15,0,0,0
89,19,15,46,29,7,29,4,8,0,0,0
90,19,13,44,27,7,27,3,7,0,0,0
91,14,10,38,31,5,31,6,14,0,0,0
92,13,11,37,31,7,31,4,10,0,-1,0
93,17,16,40,36,5,36,7,14,0,0,0
