Frame #,Box Est.,Actual, Accuracy
1,37,0,0
2,36,0,0
3,36,0,0
4,34,0,0
5,36,0,0
6,35,0,0
7,34,0,0
8,33,0,0
9,36,0,0
10,35,0,0
11,31,0,0
12,33,0,0
13,31,0,0
14,33,0,0
15,36,0,0
16,35,0,0
17,33,0,0
18,34,0,0
19,35,0,0
20,29,0,0
21,31,0,0
22,34,0,0
23,32,0,0
24,32,0,0
25,33,0,0
26,33,0,0
27,35,0,0
28,34,0,0
29,35,0,0
30,32,0,0
31,31,0,0
32,33,0,0
33,32,0,0
34,35,0,0
35,33,0,0
36,32,0,0
37,32,0,0
38,34,0,0
39,35,0,0
40,35,0,0
41,33,0,0
42,27,0,0
43,30,0,0
44,29,0,0
45,32,0,0
46,35,0,0
47,32,0,0
48,32,0,0
49,32,0,0
50,33,0,0
51,30,0,0
52,28,0,0
53,26,0,0
54,28,0,0
55,31,0,0
56,33,0,0
57,33,0,0
58,31,0,0
59,29,0,0
60,28,0,0
61,28,0,0
62,30,0,0
63,31,0,0
64,26,0,0
65,32,0,0
66,29,0,0
67,30,0,0
68,31,0,0
69,27,0,0
70,28,0,0
71,30,0,0
72,28,0,0
73,31,0,0
74,31,0,0
75,28,0,0
76,33,0,0
77,31,0,0
78,31,0,0
79,32,0,0
80,30,0,0
81,27,0,0
82,27,0,0
83,30,0,0
84,30,0,0
85,26,0,0
86,29,0,0
87,30,0,0
88,29,0,0
89,24,0,0
90,29,0,0
91,29,0,0
92,25,0,0
93,30,0,0
94,27,0,0
95,29,0,0
96,31,0,0
97,26,0,0
98,26,0,0
99,31,0,0
100,26,0,0
101,16,0,0
102,23,0,0
103,25,0,0
104,26,0,0
105,24,0,0
106,26,0,0
107,33,0,0
108,27,0,0
109,26,0,0
110,23,0,0
111,27,0,0
112,26,0,0
113,28,0,0
114,35,0,0
115,30,0,0
116,28,0,0
117,30,0,0
118,29,0,0
119,27,0,0
120,24,0,0
121,26,0,0
122,31,0,0
123,28,0,0
124,23,0,0
125,31,0,0
126,30,0,0
127,30,0,0
128,28,0,0
129,25,0,0
130,23,0,0
131,23,0,0
132,23,0,0
133,23,0,0
134,24,0,0
135,27,0,0
136,33,0,0
137,28,0,0
138,30,0,0
139,28,0,0
140,26,0,0
141,28,0,0
142,27,0,0
143,20,0,0
144,27,0,0
145,26,0,0
146,27,0,0
147,27,0,0
148,30,0,0
149,25,0,0
150,25,0,0
151,28,0,0
152,27,0,0
153,23,0,0
154,26,0,0
155,23,0,0
156,26,0,0
157,0,0,0
158,27,0,0
159,30,0,0
160,29,0,0
161,25,0,0
162,24,0,0
163,29,0,0
164,27,0,0
165,28,0,0
166,29,0,0
167,28,0,0
168,25,0,0
169,26,0,0
170,26,0,0
171,26,0,0
172,23,0,0
173,24,0,0
174,25,0,0
175,25,0,0
176,31,0,0
177,27,0,0
178,25,0,0
179,27,0,0
180,27,0,0
181,30,0,0
182,25,0,0
183,27,0,0
184,27,0,0
185,27,0,0
186,26,0,0
187,26,0,0
188,29,0,0
189,24,0,0
190,24,0,0
191,23,0,0
192,24,0,0
193,25,0,0
194,26,0,0
195,30,0,0
196,25,0,0
197,34,0,0
198,30,0,0
199,30,0,0
200,32,0,0
201,29,0,0
202,31,0,0
203,31,0,0
