Frame #,Sample Size,Selected Sample,Feature Size, Selected Features, # Clusters,Cluster Sum, Cluster Avg., Box Est.,Actual, Validity, Accuracy
1,17,15,161,131,12,131,10,53,12,2,441.667
2,22,19,166,117,18,117,6,28,10,4,280
3,20,14,171,118,18,118,6,22,10,2,220
4,20,20,177,129,18,129,7,25,9,2,277.778
5,20,18,175,130,21,130,6,28,9,2,311.111
6,20,18,170,126,18,126,7,23,9,2,255.556
7,23,17,182,128,21,128,6,25,11,2,227.273
8,26,19,188,120,17,120,7,31,11,2,281.818
9,24,19,175,122,22,122,5,28,9,4,311.111
10,24,19,176,119,21,119,5,27,9,4,300
11,24,20,178,121,24,121,5,27,9,4,300
12,25,19,193,120,21,120,5,21,10,4,210
13,24,17,185,128,21,128,6,35,9,4,388.889
14,25,22,198,149,14,149,10,51,12,4,425
15,30,27,210,182,12,182,15,57,12,4,475
16,23,19,206,170,17,170,10,50,11,2,454.545
17,26,19,207,140,22,140,6,29,10,4,290
18,25,18,211,127,24,127,5,27,12,4,225
19,25,24,207,155,14,155,11,37,10,0,370
20,23,22,195,164,13,164,12,54,11,0,490.909
21,24,17,191,139,22,139,6,26,17,0,152.941
22,23,19,190,137,24,137,5,37,10,4,370
23,23,19,199,130,20,130,6,27,11,2,245.455
24,23,20,200,128,22,128,5,32,11,4,290.909
25,23,19,195,131,21,131,6,39,12,2,325
26,25,19,218,145,21,145,6,27,12,4,225
27,23,19,240,168,24,168,7,34,13,2,261.538
28,23,17,239,172,20,172,8,25,13,2,192.308
29,23,16,238,164,20,164,8,24,13,0,184.615
30,23,19,232,158,21,158,7,29,14,2,207.143
31,20,18,233,168,24,168,7,38,13,0,292.308
32,16,12,241,152,24,152,6,32,13,4,246.154
33,18,15,252,190,24,190,7,29,13,4,223.077
34,20,16,258,187,24,187,7,29,13,2,223.077
35,23,17,235,160,23,160,6,40,13,2,307.692
36,27,22,247,183,24,183,7,36,13,4,276.923
37,23,17,245,173,22,173,7,33,14,4,235.714
38,23,15,232,156,20,156,7,40,13,2,307.692
39,20,14,243,165,25,165,6,26,13,2,200
40,22,14,241,150,19,150,7,22,13,2,169.231
41,25,17,254,185,26,185,7,42,13,4,323.077
42,24,14,245,157,25,157,6,30,13,4,230.769
43,25,19,249,172,26,172,6,41,13,4,315.385
44,25,18,273,188,24,188,7,35,13,4,269.231
45,25,17,257,173,24,173,7,32,13,2,246.154
46,25,17,263,183,20,183,9,35,13,4,269.231
