Frame #,Sample Size,Selected Sample,Feature Size, Selected Features, # Clusters,Cluster Sum, Cluster Avg., Box Est.,Actual, Validity, Accuracy
1,16,12,213,109,14,109,7,30,25,4,120
2,9,9,204,162,11,162,14,46,23,2,200
3,17,16,190,171,5,171,34,58,21,0,276.19
4,12,12,188,182,4,182,45,51,18,-1,283.333
5,13,13,168,162,5,162,32,47,18,0,261.111
6,12,11,146,126,7,126,18,33,21,0,157.143
7,9,9,144,121,7,121,17,36,17,0,211.765
8,10,10,143,135,5,135,27,25,18,-1,138.889
9,6,6,152,128,6,128,21,26,17,0,152.941
10,9,7,160,121,11,121,11,31,17,4,182.353
11,12,10,153,122,10,122,12,28,16,2,175
12,8,8,134,130,4,130,32,32,15,-2,213.333
13,8,8,129,125,4,125,31,34,15,-2,226.667
14,9,9,121,107,5,107,21,25,16,0,156.25
15,10,9,117,111,4,111,27,23,18,-2,127.778
16,10,9,117,112,4,112,28,21,17,-2,123.529
17,8,8,107,103,5,103,20,24,14,-1,171.429
18,2,2,96,83,7,83,11,21,14,-1,150
19,2,2,110,106,4,106,26,21,16,-2,131.25
20,3,3,112,107,6,107,17,25,16,0,156.25
21,2,1,110,99,7,99,14,26,15,0,173.333
22,4,4,122,101,10,101,10,26,14,4,185.714
23,4,4,99,98,4,98,24,23,14,-1,164.286
24,5,5,95,89,5,89,17,23,14,0,164.286
25,7,7,92,86,5,86,17,26,18,-1,144.444
26,7,6,90,75,6,75,12,21,14,0,150
27,5,5,69,63,4,63,15,23,13,0,176.923
28,3,2,64,57,5,57,11,18,12,0,150
29,4,4,72,72,4,72,18,18,11,-2,163.636
30,3,2,81,73,5,73,14,18,11,0,163.636
31,3,3,79,69,5,69,13,20,9,0,222.222
32,4,4,90,78,5,78,15,19,13,-1,146.154
33,4,4,81,69,7,69,9,15,9,0,166.667
34,4,4,71,60,5,60,12,20,9,0,222.222
35,4,4,66,62,5,62,12,20,9,0,222.222
36,4,4,59,56,5,56,11,14,9,0,155.556
37,4,4,45,45,4,45,11,15,9,0,166.667
38,4,4,35,35,4,35,8,12,9,-2,133.333
39,5,5,50,50,4,50,12,13,13,-1,100
40,5,5,51,51,4,51,12,13,8,-2,162.5
41,7,7,50,49,4,49,12,12,8,-2,150
42,8,7,57,52,6,52,8,11,12,0,91.6667
43,7,7,48,44,5,44,8,13,8,-1,162.5
44,8,7,47,45,5,45,9,13,8,-1,162.5
45,9,9,50,48,6,48,8,14,8,0,175
46,7,7,48,48,4,48,12,15,9,-2,166.667
47,8,7,44,42,6,42,7,14,8,0,175
48,7,6,47,41,6,41,6,15,7,-1,214.286
49,11,8,38,33,5,33,6,11,7,0,157.143
50,11,11,38,38,4,38,9,13,7,-1,185.714
51,12,12,48,45,5,45,9,14,7,-1,200
52,12,12,45,43,4,43,10,15,7,-1,214.286
53,8,8,39,38,4,38,9,11,7,-2,157.143
54,8,8,34,34,4,34,8,14,6,-2,233.333
55,14,14,41,41,4,41,10,11,7,-2,157.143
56,15,15,39,39,4,39,9,13,6,-2,216.667
57,16,16,48,47,4,47,11,16,7,-1,228.571
58,16,16,43,43,4,43,10,16,6,-2,266.667
59,16,16,39,38,6,38,6,10,5,0,200
60,14,14,38,38,4,38,9,14,5,-1,280
61,15,15,38,38,5,38,7,12,5,-2,240
62,15,12,41,37,6,37,6,8,5,0,160
63,17,17,36,36,4,36,9,14,5,-2,280
64,17,17,35,35,4,35,8,14,5,-1,280
65,13,13,30,30,4,30,7,9,6,-2,150
66,15,15,31,31,4,31,7,12,4,-2,300
67,13,12,35,34,4,34,8,12,4,-2,300
68,12,9,35,30,5,30,6,12,4,0,300
69,12,11,35,33,4,33,8,12,5,-1,240
70,10,10,33,33,4,33,8,12,5,-2,240
71,13,13,32,32,4,32,8,11,4,-1,275
72,12,10,32,26,7,26,3,9,4,0,225
73,12,9,35,29,6,29,4,12,4,-1,300
74,12,12,35,34,4,34,8,14,4,-1,350
75,11,10,36,32,6,32,5,12,4,0,300
76,12,12,35,33,5,33,6,12,4,0,300
77,10,10,29,25,5,25,5,8,4,0,200
78,9,9,26,26,4,26,6,15,4,-2,375
79,9,9,24,23,4,23,5,11,4,-2,275
80,6,6,22,22,4,22,5,10,5,0,200
81,6,6,20,20,4,20,5,8,4,-1,200
82,4,4,21,21,4,21,5,8,4,-2,200
83,6,6,17,17,4,17,4,5,6,0,83.3333
84,7,7,19,18,5,18,3,8,3,0,266.667
85,6,6,18,18,4,18,4,8,3,-2,266.667
86,8,8,20,20,4,20,5,6,3,-2,200
87,7,7,17,17,4,17,4,12,3,-2,400
88,7,7,18,18,4,18,4,12,3,0,400
89,10,10,19,19,4,19,4,13,3,0,433.333
90,9,9,23,23,4,23,5,12,3,-2,400
91,9,8,14,13,4,13,3,6,3,-2,200
92,10,9,17,16,4,16,4,10,2,0,500
93,10,9,17,16,4,16,4,10,2,0,500
94,9,9,14,14,4,14,3,8,2,-1,400
95,8,8,13,11,5,11,2,4,2,-1,200
96,13,12,17,16,5,16,3,4,6,0,66.6667
97,12,12,16,16,4,16,4,7,2,-2,350
98,12,12,16,16,4,16,4,7,2,-1,350
99,13,13,20,20,4,20,5,12,2,0,600
100,15,9,21,15,5,15,3,4,2,-1,200
101,16,12,20,16,5,16,3,4,2,0,200
102,12,11,22,20,5,20,4,8,2,-1,400
103,21,19,32,26,4,26,6,9,2,0,450
104,17,12,28,22,4,22,5,9,2,0,450
105,14,13,28,27,4,27,6,12,2,-1,600
106,19,12,33,25,5,25,5,9,2,0,450
107,25,17,46,36,6,36,6,14,2,0,700
108,32,30,50,47,9,47,5,16,2,2,800
109,26,24,36,34,7,34,4,16,2,-1,800
110,26,21,38,33,6,33,5,16,2,0,800
111,23,22,32,31,4,31,7,16,2,0,800
112,23,20,32,29,4,29,7,19,2,0,950
113,22,20,35,33,6,33,5,19,2,0,950
114,18,16,29,27,5,27,5,9,3,0,300
115,17,14,30,27,5,27,5,12,2,0,600
116,18,14,31,26,4,26,6,20,2,-2,1000
117,18,18,31,31,4,31,7,22,2,-1,1100
118,16,14,31,28,6,28,4,15,2,0,750
119,20,20,35,35,5,35,7,17,2,0,850
120,3,3,29,27,6,27,4,9,2,0,450
121,6,6,28,27,6,27,4,5,2,0,250
122,6,6,28,27,6,27,4,5,2,0,250
123,3,3,27,15,4,15,3,3,2,0,150
124,3,2,23,11,3,11,3,6,2,0,300
