Frame #,Sample Size,Selected Sample,Feature Size, Selected Features, # Clusters,Cluster Sum, Cluster Avg., Box Est.,Actual, Validity, Accuracy
39,28,10,241,89,21,89,4,24,6,4,400
40,16,1,100,22,4,22,5,10,6,0,166.667
41,0,0,95,0,2,0,0,0,6,-2,0
42,10,6,245,113,25,113,4,30,6,4,500
43,0,0,125,0,2,0,0,0,6,-2,0
44,0,0,96,0,2,0,0,0,6,-2,0
45,0,0,103,0,2,0,0,0,6,-2,0
46,6,3,96,39,4,39,9,21,5,0,420
47,8,2,128,30,9,30,3,9,5,4,180
48,0,0,106,0,2,0,0,0,6,-2,0
49,0,0,88,0,2,0,0,0,5,-2,0
50,0,0,76,0,2,0,0,0,6,-2,0
51,0,0,47,0,2,0,0,0,5,-2,0
52,0,0,74,0,2,0,0,0,5,-2,0
53,28,13,228,97,4,97,24,59,5,-1,1180
54,0,0,99,0,2,0,0,0,5,-2,0
55,26,2,247,64,4,64,16,29,5,0,580
56,0,0,93,0,2,0,0,0,5,-2,0
57,8,2,97,44,4,44,11,17,5,-1,340
58,8,2,96,25,4,25,6,13,5,0,260
59,0,0,115,0,2,0,0,0,4,-2,0
60,0,0,81,0,2,0,0,0,4,-2,0
61,5,1,108,38,11,38,3,12,4,4,300
62,15,3,142,39,11,39,3,11,5,4,220
63,16,4,143,47,14,47,3,13,4,4,325
64,0,0,135,0,2,0,0,0,5,-2,0
65,17,10,267,123,21,123,5,32,5,4,640
66,9,4,256,89,21,89,4,22,5,4,440
67,4,3,257,144,26,144,5,29,5,4,580
68,0,0,107,0,2,0,0,0,5,-2,0
69,1,1,91,4,3,4,1,3,5,4,60
70,0,0,105,0,2,0,0,0,5,-2,0
71,0,0,118,0,2,0,0,0,5,-2,0
72,13,3,139,12,3,12,4,4,5,0,80
73,15,6,133,46,11,46,4,16,5,4,320
74,0,0,125,0,2,0,0,0,5,-2,0
75,17,1,124,29,4,29,7,14,5,-1,280
76,0,0,133,0,2,0,0,0,5,-2,0
77,26,4,160,22,3,22,7,6,5,0,120
78,29,13,231,68,13,68,5,18,5,4,360
79,11,5,264,68,14,68,4,20,5,4,400
80,0,0,129,0,2,0,0,2,5,-1,40
81,12,8,250,169,4,169,42,36,4,-1,900
82,0,0,134,0,2,0,0,0,5,-2,0
83,0,0,134,0,2,0,0,0,6,-2,0
84,25,10,131,40,11,40,3,10,6,4,166.667
85,20,11,157,85,18,85,4,23,6,4,383.333
86,0,0,143,0,2,0,0,0,6,-2,0
87,43,5,269,74,4,74,18,29,6,-1,483.333
88,0,0,151,0,2,0,0,0,6,-2,0
89,0,0,142,0,2,0,0,0,6,-2,0
90,25,10,142,48,4,48,12,37,6,-1,616.667
91,0,0,144,0,2,0,0,0,6,-2,0
92,0,0,138,0,2,0,0,0,5,-2,0
93,0,0,140,0,2,0,0,0,6,-2,0
94,0,0,124,0,2,0,0,0,6,-2,0
95,22,8,156,38,4,38,9,20,6,0,333.333
96,29,19,161,69,15,69,4,22,5,4,440
97,26,6,151,24,4,24,6,11,5,0,220
98,16,5,130,28,4,28,7,13,5,-1,260
99,15,5,122,42,4,42,10,16,5,-2,320
100,16,4,135,41,4,41,10,17,4,-1,425
101,0,0,103,0,2,0,0,0,4,-2,0
102,0,0,122,0,2,0,0,0,4,-2,0
103,0,0,130,0,2,0,0,0,5,-2,0
104,0,0,127,0,2,0,0,0,5,-2,0
105,0,0,157,0,2,0,0,0,5,-2,0
106,0,0,97,0,2,0,0,0,5,-2,0
107,0,0,110,0,2,0,0,0,5,-2,0
108,0,0,100,0,2,0,0,0,5,-2,0
109,9,4,131,39,4,39,9,19,5,0,380
110,11,4,121,47,12,47,3,13,5,4,260
111,10,3,132,57,13,57,4,19,5,4,380
112,0,0,150,0,2,0,0,0,5,-2,0
113,12,4,134,41,4,41,10,22,5,-1,440
114,0,0,130,0,2,0,0,0,5,-2,0
115,15,8,129,45,4,45,11,30,5,-2,600
116,0,0,103,0,2,0,0,0,5,-2,0
117,13,3,122,29,4,29,7,18,6,0,300
118,12,6,122,33,4,33,8,16,6,-2,266.667
119,0,0,152,0,2,0,0,0,6,-2,0
120,16,11,171,55,9,55,6,16,6,4,266.667
121,0,0,146,0,2,0,0,0,6,-2,0
122,20,9,149,29,4,29,7,14,6,0,233.333
123,10,8,118,60,11,60,5,22,6,4,366.667
124,0,0,125,0,2,0,0,0,6,-2,0
125,0,0,138,0,2,0,0,0,6,-2,0
126,17,5,149,35,4,35,8,17,6,-2,283.333
127,10,4,147,31,4,31,7,13,6,-1,216.667
128,0,0,152,0,2,0,0,0,6,-2,0
129,15,10,136,63,14,63,4,23,6,4,383.333
130,0,0,118,0,2,0,0,0,6,-2,0
131,0,0,65,0,2,0,0,0,6,-2,0
132,13,3,129,22,4,22,5,14,6,0,233.333
133,0,0,128,0,2,0,0,0,6,-2,0
134,0,0,123,0,2,0,0,0,6,-2,0
135,0,0,125,0,2,0,0,0,7,-2,0
136,0,0,122,0,2,0,0,0,6,-2,0
137,13,10,124,61,12,61,5,22,7,4,314.286
138,12,3,147,21,4,21,5,13,7,-1,185.714
139,15,11,154,57,12,57,4,21,7,4,300
140,0,0,131,0,2,0,0,0,7,-2,0
141,0,0,138,0,2,0,0,0,7,-2,0
142,14,11,141,55,12,55,4,21,7,4,300
143,0,0,91,0,2,0,0,0,7,-2,0
144,0,0,79,0,2,0,0,0,7,-2,0
145,21,8,164,33,4,33,8,23,6,-2,383.333
146,16,7,156,35,4,35,8,24,7,-1,342.857
147,19,13,146,64,15,64,4,22,7,4,314.286
148,18,5,149,30,4,30,7,22,7,-1,314.286
149,17,5,143,24,4,24,6,13,7,0,185.714
150,15,4,83,38,5,38,7,17,7,-1,242.857
151,18,11,144,73,15,73,4,28,7,4,400
152,0,0,118,0,2,0,0,0,7,-2,0
153,17,13,124,77,9,77,8,36,7,4,514.286
154,14,11,93,48,13,48,3,21,0,4,0
155,15,11,144,68,16,68,4,30,0,4,0
