Frame #,Cluster Sum, Cluster Avg., Box Est.
2,244,81,105,122,122,
3,274,54,113,42,5,90,42,5,90,
4,246,49,112,23,88,12,23,88,12,
5,236,39,97,11,25,8,74,25,11,8,74,
6,278,46,111,20,6,94,12,20,20,12,94,
7,204,34,88,12,68,14,8,8,12,14,68,
8,352,70,138,19,33,124,19,33,124,
9,88,22,39,26,18,18,26,
10,690,230,347,172,518,
11,64,21,32,32,32,
12,856,214,307,263,33,33,527,
13,26,6,12,6,7,6,7,
14,793,198,326,185,26,26,556,
15,917,229,337,210,38,631,38,
16,1260,420,397,210,1050,
17,82,27,41,41,41,
18,34,11,17,17,17,
19,1276,425,474,159,1117,
20,1175,391,461,130,1045,
21,156,39,74,23,55,55,23,
22,68,22,34,34,34,
23,1333,444,449,166,1167,
24,268,67,120,105,29,29,105,
25,1430,476,424,238,1192,
26,82,27,41,41,41,
27,152,38,70,51,25,51,25,
28,1071,357,424,153,918,
29,990,247,263,40,455,40,455,
30,194,32,81,18,7,30,42,42,18,30,7,
31,338,48,124,4,73,45,27,18,45,27,8,18,73,
32,280,46,110,6,27,38,69,38,27,6,69,
33,104,26,50,39,13,13,39,
34,138,23,60,17,25,22,5,22,5,25,17,
35,1390,463,430,198,1192,
36,1210,302,250,566,39,566,39,
37,258,51,112,39,16,74,39,16,74,
38,1461,487,441,208,1253,
39,1434,478,467,179,1255,
40,316,52,133,97,13,40,8,40,13,8,97,
41,718,179,283,36,161,36,485,
42,420,70,157,125,27,40,18,40,125,27,18,
43,96,16,36,17,14,3,14,3,17,14,14,
44,1446,482,417,241,1205,
45,342,57,133,16,39,107,9,39,9,16,107,
46,332,55,132,95,17,38,16,38,16,17,95,
47,320,53,124,17,38,16,89,38,16,89,17,
48,198,39,91,58,32,9,32,9,58,
49,260,52,106,9,55,66,55,9,66,
50,156,31,68,23,10,45,45,23,10,
51,316,45,110,11,15,48,19,57,48,31,19,11,57,
52,422,70,145,16,26,62,107,62,26,107,16,
53,208,29,77,3,4,55,24,12,55,3,24,4,24,
54,1408,469,420,201,1207,
55,994,331,395,110,884,
56,458,76,171,147,9,18,50,50,19,147,18,
57,237,39,83,15,46,36,14,46,36,29,15,
58,1064,354,398,177,887,
59,1440,480,444,180,1260,
60,973,324,353,139,834,
61,174,34,77,56,21,10,56,21,10,
62,1530,510,433,191,1339,
63,431,61,142,15,111,34,11,39,39,34,111,22,15,
64,328,54,128,42,97,16,9,16,42,97,9,
65,312,62,144,18,63,43,43,18,127,
66,302,60,141,16,62,42,42,16,124,
67,410,82,142,51,46,108,46,51,108,
68,821,273,291,164,657,
69,1365,455,335,273,1092,
70,342,57,135,43,12,9,107,12,43,9,107,
71,354,70,136,16,59,102,59,16,102,
72,298,59,115,34,18,97,18,34,97,
73,88,29,44,44,44,
74,312,62,119,33,101,22,33,22,101,
75,338,56,124,11,28,75,55,55,28,11,75,
76,130,26,60,37,11,17,37,11,17,
77,334,55,123,72,39,27,29,39,27,29,72,
78,138,34,67,23,46,46,23,
