Frame #,Cluster Sum, Cluster Avg., Box Est.
1,179,44,100,58,121,
2,188,47,106,62,126,
3,179,44,76,67,112,
4,170,42,66,105,65,
5,161,26,103,60,5,7,89,
6,162,20,81,4,3,55,4,90,6,
7,159,22,81,4,56,3,88,8,
8,183,45,77,73,110,
9,180,25,89,68,4,3,4,101,
10,190,27,97,3,3,130,51,3,
11,156,15,62,3,52,3,3,3,3,3,86,
12,171,28,99,3,53,3,112,
13,183,36,76,60,117,6,
14,159,31,98,57,98,4,
15,159,22,131,3,57,6,3,90,
16,164,23,66,3,62,8,3,88,
17,171,21,85,110,3,3,6,45,4,
18,158,39,103,62,96,
19,143,20,67,61,3,3,6,70,
20,88,7,42,4,7,5,7,29,3,7,9,6,11,
21,180,45,97,121,59,
22,174,34,62,113,3,58,
23,183,36,92,115,4,64,
24,155,38,79,56,99,
25,172,34,121,57,4,111,
26,176,35,121,57,113,6,
27,162,27,87,62,3,11,86,
28,130,21,81,3,84,40,3,
29,154,22,83,91,3,4,52,4,
30,160,32,73,108,46,6,
31,159,31,73,107,46,6,
32,147,29,68,107,4,36,
33,137,34,70,47,90,
34,161,40,127,53,108,
35,175,25,124,121,7,3,41,3,
36,172,24,115,118,7,3,41,3,
37,148,37,86,85,63,
38,151,25,74,65,4,79,3,
39,160,32,86,111,46,3,
40,165,23,101,55,4,3,4,99,
41,164,32,83,4,65,95,
42,109,9,50,4,50,5,3,6,4,3,5,20,9,
43,173,21,94,3,3,110,4,48,5,
44,140,20,70,52,3,4,74,7,
45,176,29,118,3,54,113,6,
46,174,43,105,61,113,
47,151,37,86,92,59,
48,161,40,84,102,59,
49,124,8,48,3,3,5,3,74,4,3,7,3,7,9,3,
50,123,8,49,3,3,5,3,76,4,6,4,4,3,9,3,
51,151,25,58,56,3,4,88,
52,148,24,63,91,3,51,3,
53,140,12,74,4,109,3,3,3,6,3,4,5,
54,138,12,83,3,4,101,3,5,5,4,6,7,
55,182,45,124,179,3,
56,139,27,63,3,50,86,
57,147,36,74,55,92,
58,144,24,71,88,5,47,4,
59,149,37,81,97,52,
60,148,37,79,52,96,
61,156,26,73,106,3,44,3,
62,134,22,54,3,87,39,5,
63,146,24,65,94,4,45,3,
64,146,14,55,7,47,3,5,3,5,3,73,
65,191,47,95,61,130,
66,172,28,66,3,113,51,5,
67,151,30,81,105,42,4,
68,144,16,57,6,3,4,83,42,3,3,
69,158,31,70,106,46,6,
70,157,39,69,48,109,
71,170,34,80,3,45,122,
72,169,42,72,56,113,
73,157,31,85,3,54,100,
74,159,31,85,3,99,57,
75,167,23,72,120,3,3,38,3,
76,165,41,62,103,62,
77,146,20,58,3,53,4,4,82,
78,116,11,41,3,4,4,3,3,61,32,6,
79,126,12,41,48,3,4,14,4,3,4,46,
80,160,26,78,100,5,50,5,
81,140,20,63,95,3,4,35,3,
82,139,34,62,47,92,
83,144,28,51,52,3,89,
84,143,28,53,52,3,88,
85,130,16,46,4,54,41,6,13,12,
86,175,43,83,112,63,
87,130,18,51,3,78,4,3,42,
88,129,18,57,3,4,38,81,3,
89,114,16,40,81,4,3,21,5,
90,123,17,59,3,81,7,3,29,
91,135,19,68,3,43,3,3,83,
92,83,8,34,3,40,3,3,17,6,3,8,
93,130,18,59,79,3,4,40,4,
94,135,33,66,48,87,
95,139,34,85,50,89,
96,150,37,77,57,93,
97,100,20,48,39,4,57,
98,103,20,48,39,4,60,
99,137,19,74,91,3,7,33,3,
100,130,26,83,43,3,84,
101,92,9,39,3,38,3,29,5,3,7,4,
102,144,24,75,96,3,42,3,
103,142,23,74,94,3,42,3,
104,157,39,81,48,109,
105,128,21,77,34,5,86,3,
106,74,6,31,3,6,10,28,4,3,3,10,7,
107,95,9,50,4,3,49,3,10,19,3,4,
108,126,18,73,3,77,4,37,5,
109,129,32,75,46,83,
110,107,26,45,67,40,
111,100,10,44,39,15,3,3,5,11,3,21,
112,133,33,52,43,90,
113,125,25,52,43,76,6,
114,151,37,77,107,44,
115,163,40,92,43,120,
116,140,28,70,3,84,53,
117,114,22,58,41,4,69,
118,124,20,72,40,3,7,74,
119,129,32,54,44,85,
120,105,13,46,38,3,6,3,51,4,
121,102,20,46,3,43,56,
122,99,19,43,4,57,38,
123,113,28,54,74,39,
124,124,24,45,83,37,4,
125,147,29,84,48,96,3,
126,125,17,56,3,44,3,72,3,
127,124,24,57,45,73,6,
128,109,21,47,69,3,37,
129,117,23,60,39,6,72,
130,110,22,46,42,61,7,
131,121,20,56,70,10,35,6,
132,99,9,37,10,7,3,36,4,15,10,3,11,
