Frame #,Sample Size,Selected Sample,Feature Size, Selected Features, # Clusters,Cluster Sum, Cluster Avg., Box Est.,Actual, Validity, Accuracy
1,0,0,54,0,2,0,0,0,0,-2,0
2,0,0,54,0,2,0,0,0,0,-2,0
3,0,0,50,0,2,0,0,0,0,-2,0
4,0,0,52,0,2,0,0,0,0,-2,0
5,0,0,46,0,2,0,0,0,0,-2,0
6,0,0,47,0,2,0,0,0,0,-2,0
7,2,1,49,21,4,21,5,18,0,0,0
8,2,2,53,28,4,28,7,23,0,0,0
9,0,0,50,0,2,0,0,0,0,-2,0
10,0,0,52,0,2,0,0,0,0,-2,0
11,0,0,53,0,2,0,0,0,0,-2,0
12,0,0,51,0,2,0,0,0,0,-2,0
13,0,0,44,0,2,0,0,0,0,-2,0
14,0,0,47,0,2,0,0,0,0,-2,0
15,0,0,50,0,2,0,0,0,0,-2,0
16,0,0,51,0,2,0,0,0,0,-2,0
17,0,0,52,0,2,0,0,0,0,-2,0
18,0,0,50,0,2,0,0,0,0,-2,0
19,0,0,52,0,2,0,0,0,0,-2,0
20,0,0,54,0,2,0,0,0,0,-2,0
21,0,0,47,0,2,0,0,0,0,-2,0
22,0,0,51,0,2,0,0,0,0,-2,0
23,0,0,48,0,2,0,0,0,0,-2,0
24,0,0,44,0,2,0,0,0,0,-2,0
25,0,0,46,0,2,0,0,0,0,-2,0
26,0,0,46,0,2,0,0,0,0,-2,0
27,0,0,52,0,2,0,0,0,0,-2,0
28,0,0,48,0,2,0,0,2,0,0,0
29,0,0,50,0,2,0,0,0,0,-2,0
30,0,0,44,0,2,0,0,0,0,-2,0
31,0,0,43,0,2,0,0,0,0,-2,0
32,0,0,51,0,2,0,0,0,0,-2,0
33,0,0,42,0,2,0,0,0,0,-2,0
34,0,0,50,0,2,0,0,0,0,-2,0
35,0,0,50,0,2,0,0,0,0,-2,0
36,0,0,48,0,2,0,0,2,0,-1,0
37,0,0,52,0,2,0,0,0,0,-2,0
38,0,0,53,0,2,0,0,0,0,-2,0
39,0,0,53,0,2,0,0,0,0,-2,0
40,2,1,47,4,3,4,1,3,0,4,0
41,0,0,52,0,2,0,0,0,0,-2,0
42,0,0,41,0,2,0,0,0,0,-2,0
43,0,0,45,0,2,0,0,0,0,-2,0
44,0,0,45,0,2,0,0,0,0,-2,0
45,0,0,52,0,2,0,0,0,0,-2,0
46,4,2,58,35,4,35,8,29,0,-1,0
47,0,0,52,0,2,0,0,0,0,-2,0
48,3,1,50,11,3,11,3,10,0,0,0
49,0,0,46,0,2,0,0,0,0,-2,0
50,0,0,46,0,2,0,0,0,0,-2,0
51,0,0,45,0,2,0,0,0,0,-2,0
52,0,0,44,0,2,0,0,0,0,-2,0
53,7,1,44,9,5,9,1,6,0,4,0
54,0,0,46,0,2,0,0,0,0,-2,0
55,0,0,49,0,2,0,0,0,0,-2,0
56,0,0,54,0,2,0,0,0,0,-2,0
57,0,0,49,0,2,0,0,0,0,-2,0
58,3,1,50,9,3,9,3,8,0,0,0
59,0,0,45,0,2,0,0,0,0,-2,0
60,0,0,45,0,2,0,0,0,0,-2,0
61,0,0,40,0,2,0,0,0,0,-2,0
62,0,0,42,0,2,0,0,0,0,-2,0
63,5,1,47,11,3,11,3,10,0,0,0
64,0,0,47,0,2,0,0,0,0,-2,0
65,0,0,47,0,2,0,0,0,0,-2,0
66,0,0,47,0,2,0,0,0,0,-2,0
67,0,0,47,0,2,0,0,0,0,-2,0
68,0,0,52,0,2,0,0,0,0,-2,0
69,0,0,44,0,2,0,0,0,0,-2,0
70,0,0,39,0,2,0,0,0,0,-2,0
71,0,0,44,0,2,0,0,0,0,-2,0
72,0,0,39,0,2,0,0,0,0,-2,0
73,0,0,50,0,2,0,0,0,0,-2,0
74,0,0,49,0,2,0,0,0,0,-2,0
75,0,0,48,0,2,0,0,0,0,-2,0
76,0,0,52,0,2,0,0,0,0,-2,0
77,0,0,50,0,2,0,0,0,0,-2,0
78,0,0,50,0,2,0,0,0,0,-2,0
79,0,0,49,0,2,0,0,0,0,-2,0
80,0,0,45,0,2,0,0,0,0,-2,0
81,0,0,42,0,2,0,0,2,0,-1,0
