Frame #,Sample Size,Selected Sample,Feature Size, Selected Features, # Clusters,Cluster Sum, Cluster Avg., Box Est.,Actual, Validity, Accuracy
56,3,3,599,46,5,46,9,24,0,4,0
57,3,3,576,24,5,24,4,18,0,4,0
58,2,1,577,19,3,19,6,18,0,2,0
59,3,2,572,21,4,21,5,17,0,4,0
60,2,1,591,19,3,19,6,18,0,4,0
61,1,1,605,593,3,593,197,323,0,0,0
62,1,1,603,23,3,23,7,22,0,4,0
63,3,3,618,51,5,51,10,31,0,4,0
64,1,1,617,24,3,24,8,23,0,4,0
65,2,1,596,37,3,37,12,35,0,4,0
66,2,1,614,7,3,7,2,7,0,4,0
67,2,2,601,25,4,25,6,20,0,4,0
68,2,2,600,61,4,61,15,35,0,4,0
69,3,2,626,33,4,33,8,30,0,4,0
70,3,2,613,65,4,65,16,50,0,4,0
71,3,2,617,27,4,27,6,24,0,4,0
72,4,3,599,60,5,60,12,37,0,4,0
73,4,4,607,186,4,186,46,134,0,2,0
74,4,3,589,21,5,21,4,14,0,4,0
75,5,2,581,50,4,50,12,31,0,4,0
76,5,2,582,56,4,56,14,36,0,4,0
77,4,3,602,23,4,23,5,20,0,4,0
78,3,1,604,24,3,24,8,23,0,4,0
79,4,1,619,25,3,25,8,23,0,4,0
80,6,1,621,33,3,33,11,30,0,4,0
81,4,1,608,20,3,20,6,20,0,4,0
82,4,2,600,207,4,207,51,141,0,4,0
83,5,3,571,38,4,38,9,36,0,4,0
84,4,3,612,34,4,34,8,25,0,4,0
85,3,1,608,3,3,3,1,2,0,4,0
86,4,1,575,27,3,27,9,25,0,4,0
87,0,0,608,0,2,0,0,36,0,4,0
88,2,1,613,26,3,26,8,24,0,4,0
89,0,0,645,0,2,0,0,50,0,4,0
90,3,3,646,646,4,646,161,307,0,0,0
91,2,1,608,20,3,20,6,17,0,4,0
92,3,3,604,96,4,96,24,65,0,4,0
93,2,1,612,25,3,25,8,23,0,4,0
94,2,2,610,25,3,25,8,22,0,4,0
95,2,2,610,34,3,34,11,31,0,4,0
96,2,2,593,24,3,24,8,21,0,4,0
97,2,2,591,20,3,20,6,18,0,4,0
98,2,2,601,309,3,309,103,202,0,-2,0
99,2,2,587,17,3,17,5,16,0,4,0
100,2,2,594,17,3,17,5,16,0,2,0
101,2,2,591,52,4,52,13,33,0,4,0
102,2,1,606,24,3,24,8,23,0,4,0
103,2,2,601,22,4,22,5,19,0,4,0
104,1,1,620,18,3,18,6,17,0,4,0
105,1,1,589,35,3,35,11,25,0,4,0
106,1,1,585,36,3,36,12,28,0,4,0
107,1,1,598,20,3,20,6,15,0,4,0
108,1,1,572,26,3,26,8,22,0,4,0
109,0,0,576,0,2,0,0,37,0,4,0
110,1,1,575,16,3,16,5,14,0,4,0
111,1,1,590,20,3,20,6,20,0,4,0
112,0,0,588,0,2,0,0,46,0,4,0
113,1,1,583,32,3,32,10,24,0,2,0
114,1,1,583,31,3,31,10,23,0,4,0
115,3,1,560,3,3,3,1,3,0,4,0
116,0,0,559,0,2,0,0,34,0,4,0
117,0,0,535,0,2,0,0,38,0,4,0
