Frame #,Sample Size,Selected Sample,Feature Size, Selected Features, # Clusters,Cluster Sum, Cluster Avg., Box Est.,Actual, Validity, Accuracy
1,0,0,21,0,2,0,0,0,0,-2,0
2,16,15,98,92,4,92,23,28,0,0,0
3,22,22,112,111,4,111,27,33,0,-1,0
4,21,18,106,52,3,52,17,23,0,-1,0
5,20,18,104,49,3,49,16,20,0,0,0
6,0,0,107,0,2,0,0,0,0,-2,0
7,20,18,107,89,7,89,12,30,0,4,0
8,20,17,104,46,3,46,15,19,0,-1,0
9,18,12,107,39,9,39,4,10,0,4,0
10,17,15,99,58,4,58,14,21,0,-1,0
11,16,16,100,70,4,70,17,32,0,-1,0
12,20,15,111,38,8,38,4,14,0,4,0
13,26,18,118,39,12,39,3,8,0,4,0
14,16,15,105,67,4,67,16,21,0,0,0
15,15,13,113,57,4,57,14,14,0,0,0
16,19,8,110,52,12,52,4,10,0,4,0
17,15,8,108,67,14,67,4,15,0,4,0
18,15,15,102,46,3,46,15,21,0,4,0
19,14,13,103,38,3,38,12,19,0,0,0
20,16,12,121,62,4,62,15,30,0,-1,0
21,13,11,114,84,4,84,21,30,0,0,0
22,13,9,115,38,3,38,12,7,0,-1,0
23,13,11,116,49,4,49,12,19,0,-2,0
24,17,17,111,52,3,52,17,23,0,-1,0
25,18,17,115,54,3,54,18,20,0,0,0
26,15,15,115,52,3,52,17,16,0,0,0
27,12,11,115,50,3,50,16,17,0,-1,0
28,14,9,109,30,7,30,4,8,0,4,0
29,0,0,52,0,2,0,0,0,0,-2,0
30,0,0,58,0,2,0,0,0,0,-2,0
31,11,11,115,52,3,52,17,22,0,0,0
32,9,9,110,52,3,52,17,22,0,-1,0
33,0,0,64,0,2,0,0,2,0,-1,0
34,0,0,65,0,2,0,0,2,0,-1,0
35,18,13,123,55,4,55,13,19,0,4,0
36,0,0,51,0,2,0,0,0,0,-2,0
37,18,10,116,66,4,66,16,24,0,0,0
38,18,13,126,81,4,81,20,33,0,0,0
39,0,0,46,0,2,0,0,0,0,-2,0
40,19,17,129,100,9,100,11,31,0,4,0
41,16,10,118,48,5,48,9,19,0,4,0
42,17,12,123,66,4,66,16,28,0,-1,0
43,20,11,131,33,7,33,4,13,0,4,0
44,16,9,132,55,11,55,5,13,0,4,0
45,16,14,127,106,4,106,26,34,0,0,0
46,18,12,133,96,8,96,12,34,0,4,0
47,15,14,132,112,4,112,28,35,0,0,0
48,23,22,145,132,5,132,26,37,0,0,0
49,22,19,131,120,4,120,30,32,0,-1,0
50,25,15,136,91,4,91,22,36,0,0,0
51,0,0,63,0,2,0,0,2,0,-1,0
52,1,1,64,16,3,16,5,9,0,-2,0
53,0,0,67,0,2,0,0,2,0,-2,0
54,2,2,64,15,3,15,5,6,0,-1,0
55,2,2,67,13,3,13,4,3,0,-1,0
56,1,1,73,21,3,21,7,9,0,-1,0
57,0,0,76,0,2,0,0,2,0,0,0
58,1,1,80,26,3,26,8,10,0,0,0
59,3,3,81,27,3,27,9,5,0,-1,0
60,1,1,83,31,3,31,10,9,0,-2,0
61,2,2,87,37,3,37,12,5,0,-2,0
62,3,3,94,41,3,41,13,5,0,-1,0
63,0,0,83,0,2,0,0,2,0,-1,0
64,0,0,88,0,2,0,0,2,0,-1,0
65,0,0,93,0,2,0,0,8,0,4,0
66,1,1,92,36,3,36,12,13,0,-1,0
67,2,2,89,86,4,86,21,22,0,-1,0
68,1,1,84,31,3,31,10,12,0,4,0
69,0,0,82,0,2,0,0,2,0,-1,0
70,1,1,81,76,4,76,19,18,0,-1,0
71,0,0,79,0,2,0,0,2,0,-1,0
72,3,2,81,27,3,27,9,4,0,0,0
73,3,3,81,28,3,28,9,4,0,-1,0
74,2,1,81,25,3,25,8,10,0,-1,0
75,2,1,76,9,3,9,3,5,0,-1,0
76,4,4,73,16,3,16,5,3,0,-1,0
77,4,3,72,16,3,16,5,2,0,-1,0
78,4,4,73,8,4,8,2,1,0,4,0
79,2,1,68,12,3,12,4,6,0,-1,0
80,0,0,63,0,2,0,0,0,0,-2,0
81,5,3,68,7,3,7,2,1,0,0,0
82,0,0,57,0,2,0,0,0,0,-2,0
83,0,0,56,0,2,0,0,0,0,-2,0
84,0,0,58,0,2,0,0,0,0,-2,0
85,0,0,56,0,2,0,0,0,0,-2,0
86,0,0,56,0,2,0,0,0,0,-2,0
87,0,0,58,0,2,0,0,0,0,-2,0
88,0,0,58,0,2,0,0,0,0,-2,0
89,0,0,58,0,2,0,0,0,0,-2,0
90,4,4,61,7,3,7,2,1,0,-1,0
