Frame #,Sample Size,Selected Sample,Feature Size, Selected Features, # Clusters,Cluster Sum, Cluster Avg., Box Est.,Actual, Validity, Accuracy
1,8,8,189,179,4,179,44,100,0,-1,0
2,8,8,188,178,4,178,44,100,0,-2,0
3,8,8,180,180,4,180,45,76,0,-1,0
4,8,8,170,169,4,169,42,66,0,-2,0
5,15,14,169,153,4,153,38,104,0,0,0
6,10,10,181,158,5,158,31,93,0,0,0
7,10,8,179,148,4,148,37,76,0,0,0
8,9,9,189,187,4,187,46,78,0,-2,0
9,8,8,194,173,5,173,34,88,0,0,0
10,8,8,215,181,4,181,45,97,0,0,0
11,9,8,189,163,4,163,40,97,0,0,0
12,9,8,188,164,4,164,41,99,0,0,0
13,7,7,195,177,4,177,44,74,0,0,0
14,12,11,163,155,4,155,38,97,0,0,0
15,14,14,170,147,4,147,36,131,0,0,0
16,8,7,179,158,5,158,31,65,0,0,0
17,7,7,194,162,4,162,40,84,0,0,0
18,9,9,159,157,4,157,39,102,0,-1,0
19,6,6,165,129,5,129,25,71,0,-1,0
20,6,6,192,116,4,116,29,54,0,2,0
21,9,8,185,180,4,180,45,97,0,-1,0
22,6,6,192,174,5,174,34,62,0,0,0
23,8,8,191,187,4,187,46,93,0,-1,0
24,9,9,156,147,4,147,36,76,0,-2,0
25,15,13,191,168,4,168,42,120,0,-1,0
26,15,13,192,170,4,170,42,123,0,-1,0
27,11,11,181,166,4,166,41,91,0,0,0
28,9,8,155,131,4,131,32,83,0,0,0
29,7,7,173,144,4,144,36,81,0,0,0
30,6,6,180,161,4,161,40,72,0,-1,0
31,6,6,179,157,4,157,39,71,0,-1,0
32,9,8,180,144,4,144,36,68,0,-1,0
33,7,7,142,142,4,142,35,72,0,-2,0
34,13,13,162,159,4,159,39,127,0,-1,0
35,12,10,197,169,5,169,33,123,0,0,0
36,10,7,194,125,4,125,31,108,0,0,0
37,6,6,154,85,4,85,21,70,0,-1,0
38,8,8,160,160,4,160,40,88,0,-1,0
39,12,11,190,157,4,157,39,86,0,0,0
40,11,9,191,154,4,154,38,101,0,0,0
41,9,8,181,149,4,149,37,78,0,0,0
42,9,9,171,149,4,149,37,76,0,0,0
43,10,10,184,157,4,157,39,93,0,0,0
44,10,10,166,164,4,164,41,82,0,-2,0
45,15,14,190,174,4,174,43,118,0,0,0
46,13,12,174,159,4,159,39,103,0,0,0
47,10,10,152,150,4,150,37,85,0,-1,0
48,13,13,164,161,4,161,40,84,0,-1,0
49,9,6,185,127,5,127,25,46,0,2,0
50,10,7,187,129,5,129,25,46,0,2,0
51,10,8,174,143,4,143,35,57,0,0,0
52,9,8,155,146,5,146,29,63,0,0,0
53,15,11,169,116,5,116,23,71,0,0,0
54,12,7,186,105,4,105,26,82,0,2,0
55,10,10,184,179,3,179,59,124,0,0,0
56,11,7,164,136,4,136,34,62,0,0,0
57,9,9,149,119,4,119,29,65,0,0,0
58,13,13,155,145,4,145,36,69,0,0,0
59,11,9,165,149,4,149,37,81,0,-1,0
60,11,8,169,148,4,148,37,79,0,0,0
61,9,7,171,151,5,151,30,72,0,0,0
62,11,8,158,137,4,137,34,72,0,0,0
63,15,10,170,138,4,138,34,64,0,0,0
64,14,10,194,165,4,165,41,91,0,0,0
65,10,9,200,193,4,193,48,95,0,-2,0
66,8,7,184,167,5,167,33,65,0,0,0
67,10,10,164,161,4,161,40,84,0,-1,0
68,7,4,165,125,4,125,31,56,0,0,0
69,9,8,165,159,4,159,39,70,0,-2,0
70,11,7,190,157,4,157,39,69,0,-1,0
71,13,11,186,167,4,167,41,79,0,-2,0
72,10,10,170,168,4,168,42,72,0,-2,0
73,13,10,173,157,5,157,31,85,0,-2,0
74,13,10,173,157,5,157,31,86,0,-2,0
75,14,10,194,161,5,161,32,71,0,0,0
76,8,6,181,165,4,165,41,62,0,-1,0
77,10,10,166,139,4,139,34,56,0,0,0
78,11,7,175,99,5,99,19,40,0,0,0
79,11,7,174,138,4,138,34,59,0,-1,0
80,13,9,176,150,4,150,37,76,0,0,0
81,12,10,158,99,4,99,24,54,0,0,0
82,12,10,150,140,4,140,35,64,0,-1,0
83,11,9,161,146,5,146,29,53,0,-1,0
84,11,8,161,143,5,143,28,53,0,-1,0
85,14,10,191,151,5,151,30,61,0,0,0
86,13,8,175,99,4,99,24,62,0,0,0
87,10,7,167,119,6,119,19,51,0,2,0
88,14,12,157,114,5,114,22,55,0,0,0
89,8,3,152,98,4,98,24,38,0,0,0
90,13,9,157,113,5,113,22,58,0,2,0
91,12,12,167,159,5,159,31,76,0,0,0
92,11,10,161,143,5,143,28,63,0,0,0
93,11,8,151,133,4,133,33,61,0,0,0
94,7,3,136,50,4,50,12,34,0,0,0
95,10,10,140,140,4,140,35,88,0,-2,0
96,10,7,150,87,4,87,21,40,0,-1,0
97,10,9,127,113,4,113,28,62,0,-2,0
98,11,9,129,103,5,103,20,48,0,-1,0
99,10,8,160,111,4,111,27,69,0,0,0
100,9,6,134,95,4,95,23,60,0,0,0
101,8,8,142,116,4,116,29,60,0,0,0
102,8,8,152,137,4,137,34,80,0,0,0
103,9,9,150,136,4,136,34,78,0,0,0
104,10,10,157,157,4,157,39,47,0,-2,0
105,5,5,141,117,4,117,29,45,0,0,0
106,6,4,138,66,4,66,16,35,0,0,0
107,6,2,145,49,3,49,16,36,0,2,0
108,5,4,146,115,4,115,28,52,0,0,0
109,14,14,129,126,4,126,31,108,0,-2,0
110,9,9,112,107,4,107,26,67,0,-2,0
111,10,10,137,124,4,124,31,86,0,-2,0
112,10,10,143,143,4,143,35,81,0,-2,0
113,8,8,136,119,4,119,29,51,0,0,0
114,9,9,157,151,4,151,37,49,0,-1,0
115,6,6,165,163,4,163,40,51,0,-1,0
116,7,7,146,132,4,132,33,51,0,0,0
117,6,6,138,107,4,107,26,41,0,-1,0
118,6,4,143,117,4,117,29,37,0,0,0
119,13,13,134,130,5,130,26,68,0,0,0
120,14,12,124,94,4,94,23,74,0,2,0
121,9,7,112,73,6,73,12,40,0,2,0
122,9,9,113,99,4,99,24,54,0,0,0
123,8,8,124,111,4,111,27,44,0,0,0
124,10,10,134,115,4,115,28,41,0,0,0
125,5,4,151,122,4,122,30,55,0,0,0
126,4,3,139,71,4,71,17,40,0,2,0
127,4,4,140,88,4,88,22,33,0,0,0
128,5,5,135,112,4,112,28,37,0,0,0
129,13,13,126,115,4,115,28,79,0,-2,0
130,10,5,123,68,5,68,13,39,0,2,0
131,12,11,131,95,5,95,19,36,0,0,0
132,12,11,129,96,5,96,19,43,0,0,0
133,8,8,143,94,4,94,23,40,0,0,0
134,8,8,155,131,4,131,32,48,0,-1,0
135,6,5,162,131,4,131,32,38,0,0,0
136,5,5,175,156,4,156,39,56,0,-1,0
137,6,6,140,121,4,121,30,43,0,0,0
138,5,5,144,119,4,119,29,36,0,0,0
139,5,5,129,80,5,80,16,30,0,0,0
140,10,9,127,122,5,122,24,49,0,-1,0
141,9,5,127,94,4,94,23,63,0,0,0
142,7,6,134,112,4,112,28,41,0,0,0
143,8,8,130,68,4,68,17,33,0,0,0
144,9,9,153,131,4,131,32,46,0,0,0
145,4,4,187,130,4,130,32,36,0,2,0
146,4,4,185,129,4,129,32,36,0,2,0
147,4,4,163,136,4,136,34,41,0,-2,0
148,6,6,147,121,4,121,30,48,0,-1,0
149,6,5,120,103,4,103,25,36,0,0,0
150,6,4,120,50,3,50,16,37,0,4,0
151,12,10,135,106,5,106,21,43,0,0,0
152,11,9,128,105,4,105,26,67,0,0,0
153,6,6,116,95,4,95,23,39,0,0,0
154,9,9,151,90,4,90,22,45,0,0,0
155,9,8,151,73,6,73,12,34,0,4,0
156,7,7,136,108,4,108,27,46,0,0,0
157,6,5,138,97,4,97,24,44,0,-1,0
158,10,9,136,113,4,113,28,38,0,-1,0
159,7,7,115,110,4,110,27,50,0,-2,0
160,7,7,114,113,4,113,28,49,0,-2,0
161,6,6,114,106,4,106,26,45,0,0,0
162,10,5,126,56,4,56,14,34,0,2,0
163,10,9,135,134,4,134,33,69,0,-2,0
164,7,7,129,104,4,104,26,45,0,0,0
165,8,8,144,128,4,128,32,61,0,-1,0
166,8,8,147,147,4,147,36,65,0,-2,0
167,4,4,160,156,4,156,39,54,0,-1,0
168,6,5,138,80,4,80,20,36,0,4,0
169,5,5,112,109,4,109,27,35,0,0,0
170,4,4,118,113,4,113,28,54,0,-1,0
171,5,5,114,100,4,100,25,48,0,-1,0
172,9,9,122,113,4,113,28,60,0,0,0
173,6,6,128,88,4,88,22,61,0,0,0
174,6,6,128,124,4,124,31,68,0,-2,0
175,5,5,121,121,4,121,30,62,0,-2,0
176,7,7,147,125,4,125,31,47,0,0,0
177,1,1,136,44,3,44,14,36,0,-2,0
178,4,4,145,140,4,140,35,45,0,-2,0
179,4,4,144,134,4,134,33,44,0,0,0
180,3,3,119,105,4,105,26,42,0,0,0
181,3,3,112,98,4,98,24,38,0,-1,0
182,10,10,132,128,4,128,32,76,0,0,0
183,9,6,136,58,5,58,11,36,0,2,0
184,9,6,135,59,5,59,11,36,0,2,0
185,5,5,128,126,4,126,31,66,0,-2,0
186,5,2,141,57,4,57,14,35,0,2,0
187,7,7,173,149,4,149,37,62,0,0,0
188,5,5,142,134,4,134,33,43,0,-1,0
189,2,2,132,113,4,113,28,38,0,-2,0
190,2,2,111,101,4,101,25,40,0,0,0
191,3,3,101,101,4,101,25,43,0,-2,0
192,2,2,104,93,4,93,23,37,0,-2,0
193,4,3,108,55,4,55,13,32,0,4,0
194,10,9,112,94,5,94,18,39,0,0,0
195,3,3,111,67,4,67,16,41,0,0,0
196,6,6,124,119,4,119,29,56,0,-1,0
197,7,7,165,120,4,120,30,43,0,0,0
198,7,7,163,118,4,118,29,43,0,0,0
199,6,6,152,133,4,133,33,53,0,0,0
200,1,1,146,50,3,50,16,37,0,-1,0
201,2,2,97,94,4,94,23,41,0,-2,0
202,3,3,112,55,4,55,13,35,0,4,0
203,3,3,112,57,4,57,14,33,0,0,0
