Frame #,Cluster Sum, Cluster Avg., Box Est.
1,49,8,26,3,8,30,8,
2,80,13,40,11,14,52,3,
3,70,14,33,62,5,3,
4,101,16,38,89,3,3,6,
5,60,12,12,6,27,27,
6,48,5,21,4,5,9,13,10,3,4,
7,207,69,49,207,
8,3,1,2,3,
9,38,12,16,38,
10,58,19,31,58,
11,8,2,5,8,
12,7,1,5,4,3,
13,125,20,61,107,7,6,5,
14,87,9,48,59,4,4,4,3,8,5,
15,94,9,46,18,48,4,4,4,3,8,5,
16,222,55,65,126,96,
17,54,7,31,3,8,27,8,8,
18,230,76,77,230,
19,30,3,15,4,8,4,3,3,4,4,
20,31,3,15,3,7,3,3,3,5,3,4,
21,44,6,15,4,4,26,7,3,
22,28,4,17,9,5,7,7,
23,57,14,38,54,3,
24,46,11,40,6,40,
25,91,13,38,42,5,8,33,3,
26,37,4,14,5,3,5,12,8,4,
27,93,18,42,14,73,6,
28,113,22,46,88,3,22,
29,111,37,59,111,
30,14,4,6,14,
31,244,81,34,244,
32,0,0,21,
33,44,6,21,22,4,8,4,6,
34,52,5,24,4,5,17,4,8,4,4,6,
35,38,6,20,3,15,9,11,
36,263,87,78,263,
37,307,102,80,307,
38,67,7,39,3,38,3,5,3,6,9,
39,73,9,41,3,3,54,5,3,5,
40,245,81,74,245,
41,202,67,80,202,
42,24,3,10,7,4,5,3,5,
43,129,16,52,5,90,3,11,4,16,
44,137,22,55,91,15,4,27,
45,176,35,53,99,5,72,
46,117,16,47,63,12,4,33,5,
47,30,4,13,5,4,3,10,8,
48,200,40,57,91,105,4,
49,109,18,53,98,5,3,3,
50,31,6,14,9,3,19,
51,224,74,86,224,
52,54,4,21,4,3,5,3,8,14,7,7,3,
53,245,81,80,245,
54,252,84,91,252,
55,253,63,79,3,250,
56,209,52,82,3,206,
57,85,14,42,61,9,7,8,
58,75,12,38,57,3,7,8,
59,127,21,40,3,5,81,38,
60,102,25,64,3,99,
61,275,91,72,275,
62,261,52,69,3,115,143,
63,264,52,67,3,116,145,
64,91,22,43,86,5,
65,135,22,53,115,3,3,14,
66,56,14,29,51,5,
67,9,3,2,9,
68,9,3,2,9,
69,7,2,5,7,
70,29,4,15,4,7,3,12,3,
71,40,5,14,3,6,4,7,12,8,
72,35,4,20,3,6,3,8,6,9,
73,65,7,33,3,8,6,3,4,33,8,
74,57,5,25,3,3,3,6,4,21,4,13,
75,252,63,79,246,6,
76,228,45,73,3,3,222,
77,73,8,24,6,3,4,3,43,3,11,
78,34,4,12,3,6,4,3,11,7,
79,59,11,14,4,10,45,
80,59,7,18,3,38,5,4,5,4,
81,95,15,18,8,68,9,10,
82,41,5,10,8,6,9,10,4,4,
83,261,65,76,258,3,
84,296,74,85,293,3,
85,82,5,19,5,3,7,3,3,3,3,10,13,9,7,9,7,
86,52,7,19,4,9,4,6,29,
87,72,6,23,6,5,4,9,4,6,26,8,4,
88,264,88,87,264,
89,40,5,19,3,6,3,6,19,3,
90,165,33,74,5,72,88,
91,208,29,70,4,3,104,94,3,
92,166,18,58,4,3,106,3,3,3,44,
93,252,84,86,252,
94,122,17,56,5,96,6,3,12,
95,148,29,64,115,3,30,
96,276,69,89,3,273,
97,145,20,61,112,3,3,19,8,
98,74,10,23,5,22,23,13,11,
99,59,7,17,4,3,5,16,11,20,
100,27,4,6,4,3,5,15,
101,12,2,3,6,3,3,
102,60,5,19,7,6,6,5,9,9,3,6,9,
103,229,76,84,229,
104,122,24,49,108,3,11,
105,123,17,56,4,93,5,3,18,
106,127,18,61,4,98,5,17,3,
107,150,25,59,97,3,39,11,
108,31,4,21,3,11,6,8,3,
109,119,19,30,109,4,3,3,
110,97,12,37,5,6,6,65,11,4,
111,82,16,31,65,12,5,
112,118,23,30,84,27,7,
113,28,4,8,4,8,3,3,10,
114,76,9,27,5,7,4,31,19,10,
115,53,6,20,4,4,24,9,9,3,
116,56,8,21,4,4,23,20,5,
117,127,21,31,105,8,8,6,
118,75,12,28,3,10,42,20,
119,257,85,69,257,
120,65,8,20,5,8,21,25,3,3,
121,57,6,15,8,7,5,4,22,7,4,
122,69,7,28,3,5,15,7,22,8,9,
123,54,7,18,12,22,4,9,7,
124,45,7,20,5,14,13,13,
125,156,26,51,3,8,51,94,
126,159,31,32,132,5,22,
127,53,7,13,7,20,4,13,9,
128,276,92,61,276,
129,128,16,42,5,90,4,4,3,22,
130,137,19,44,109,5,3,14,6,
131,148,21,44,114,5,3,12,14,
132,127,25,52,101,20,6,
133,102,14,38,79,8,3,4,8,
134,107,17,32,3,76,4,24,
135,57,7,24,8,18,5,4,7,15,
136,52,6,23,7,17,5,4,7,12,
137,44,4,17,3,6,3,3,11,7,11,
138,123,20,41,98,19,3,3,
139,49,4,21,4,5,3,5,3,17,9,3,
140,115,16,36,4,81,4,10,16,
141,284,94,70,284,
142,58,5,23,3,9,3,5,8,9,13,3,5,
143,136,22,50,123,3,7,3,
144,150,25,39,13,95,23,19,
145,63,7,22,4,23,4,11,12,6,3,
146,76,8,26,5,8,10,11,28,4,10,
147,137,17,38,5,3,109,14,3,3,
148,63,6,28,4,6,5,4,13,5,14,12,
149,43,6,14,7,15,6,10,5,
150,47,6,22,17,15,6,4,5,
151,129,21,49,98,3,21,7,
152,64,10,32,4,39,7,14,
153,120,24,40,73,12,35,
154,36,5,13,4,6,3,12,11,
155,37,5,15,4,7,3,12,11,
