Frame #,Cluster Sum, Cluster Avg., Box Est.
1,209,19,144,3,141,3,4,10,3,4,23,18,
2,236,29,128,148,4,6,69,6,3,
3,163,32,92,143,3,17,
4,280,56,140,3,162,115,
5,220,27,111,3,149,3,14,3,48,
6,257,64,157,147,110,
7,0,0,6,
8,0,0,7,
9,238,47,146,152,3,83,
10,265,33,129,159,3,7,84,3,9,
11,202,16,100,4,3,12,3,3,127,3,24,20,3,
12,300,60,132,165,3,132,
13,243,24,115,163,3,3,3,4,10,32,25,
14,265,26,135,160,3,3,3,6,3,84,3,
15,245,35,120,150,3,5,7,80,
16,230,19,164,3,159,3,5,3,4,3,8,18,24,
17,225,20,178,3,163,3,3,3,4,25,15,6,
18,234,21,178,3,162,3,5,3,3,4,25,26,
19,253,23,100,11,6,4,4,3,152,3,66,4,
20,265,26,128,5,5,3,159,3,7,80,3,
21,279,27,114,3,3,164,5,6,3,89,6,
22,178,13,118,3,9,5,3,16,23,9,32,6,61,11,
23,243,17,180,3,163,4,3,3,7,9,34,3,5,6,3,
24,210,13,94,6,3,3,3,7,119,5,3,3,7,26,10,3,12,
25,262,43,83,5,4,164,89,
26,267,24,113,3,5,3,5,7,154,3,84,3,
27,264,26,118,4,155,3,3,5,3,83,8,
28,282,47,172,4,5,141,132,
29,239,47,165,141,93,5,
30,0,0,19,
31,202,22,89,4,4,109,5,4,72,4,
32,200,22,89,3,109,5,3,4,72,4,
33,236,21,169,163,4,3,3,6,3,26,24,4,
34,193,19,91,118,5,6,3,5,26,3,27,
35,128,9,73,5,3,3,3,21,3,3,5,14,19,3,46,
36,224,22,92,3,143,3,6,10,3,3,53,
37,254,31,99,144,3,3,5,10,89,
38,246,41,93,154,6,82,4,
39,268,38,110,3,4,3,106,152,
40,282,47,128,3,4,142,133,
41,0,0,19,
42,262,37,140,140,3,4,112,3,
43,294,32,126,3,3,5,7,131,141,4,
44,233,29,94,4,3,102,16,105,3,
45,215,15,98,7,4,146,3,3,6,4,6,12,15,6,3,
46,207,10,101,3,4,5,5,3,5,4,115,3,3,4,3,3,3,7,28,9,
47,280,28,137,5,4,4,3,132,3,6,123,
48,163,8,100,4,11,3,3,3,3,5,7,9,5,33,14,32,9,9,5,4,4,
49,190,23,100,5,96,3,4,62,20,
50,311,77,137,305,6,
51,244,30,127,3,130,7,5,3,96,
52,299,37,140,3,159,3,3,127,4,
53,341,42,135,3,3,166,161,5,3,
54,346,69,336,3,4,339,
55,355,88,273,3,352,
56,351,87,270,3,348,
57,167,10,94,6,3,3,3,3,3,3,3,80,6,3,30,18,3,
58,193,17,121,3,4,3,98,7,6,8,9,55,
59,246,18,172,3,3,170,4,3,3,3,8,6,4,39,
60,9,3,1,9,
61,7,2,1,7,
62,261,26,190,143,3,3,4,3,3,97,5,
63,379,94,280,3,376,
64,221,11,173,3,5,3,3,4,4,3,129,7,3,3,9,5,5,7,6,22,
65,0,0,8,
66,0,0,10,
67,300,21,143,3,5,14,3,3,4,5,3,130,115,8,7,
68,204,12,122,3,4,12,6,3,4,99,3,3,3,11,7,12,3,31,
69,7,2,1,7,
70,163,18,92,3,4,6,102,4,17,27,
71,224,16,120,5,3,116,5,3,4,42,10,3,3,26,4,
72,211,17,106,3,3,4,130,3,4,5,33,22,4,
73,177,11,102,4,9,5,5,32,4,52,10,3,3,7,3,6,34,
74,206,14,118,3,3,3,4,93,24,3,6,3,4,50,10,
75,247,27,122,4,3,4,3,129,100,4,
76,279,31,133,6,3,134,3,3,3,127,
77,341,85,233,3,338,
78,194,12,113,5,3,5,3,113,3,4,7,3,4,33,6,5,
79,295,42,153,3,3,3,141,145,
80,323,80,215,320,3,
81,323,80,215,320,3,
82,208,20,111,3,6,123,3,8,31,8,26,
83,95,6,65,3,3,3,3,4,6,26,20,3,6,3,12,3,
84,243,20,129,11,3,9,126,6,5,4,5,71,3,
85,234,19,120,3,4,3,154,3,3,12,33,5,14,
86,73,10,57,3,32,31,4,3,
87,269,44,151,3,144,3,119,
88,248,35,113,4,4,3,99,138,
89,0,0,18,
90,235,15,123,3,6,5,6,6,7,5,102,5,3,3,32,52,
91,266,53,143,134,129,3,
92,276,30,141,8,144,7,5,105,3,4,
93,232,17,130,3,3,3,5,3,137,3,5,33,31,6,
94,230,20,134,4,5,5,122,3,4,10,39,38,
95,198,22,105,105,13,3,8,58,5,6,
96,88,12,65,73,5,3,3,4,
97,176,13,112,4,11,3,6,5,7,3,34,31,67,5,
98,229,16,130,4,5,3,5,8,5,140,5,3,4,24,23,
99,154,9,99,6,3,4,3,5,5,6,4,3,3,8,30,18,53,3,
100,156,9,100,6,5,3,4,3,5,5,15,3,32,19,4,46,6,
101,326,65,113,4,316,6,
102,169,16,106,4,4,4,90,10,3,31,23,
103,202,13,135,3,4,3,5,3,3,4,113,3,6,29,3,23,
