Frame #,Sample Size,Selected Sample,Feature Size, Selected Features, # Clusters,Cluster Sum, Cluster Avg., Box Est.,Actual, Validity, Accuracy
1,2,2,296,209,11,209,19,144,92,2,156.522
2,1,1,301,236,8,236,29,128,92,0,139.13
3,1,1,279,163,5,163,32,92,0,0,0
4,2,2,287,280,5,280,56,140,92,-1,152.174
5,2,1,298,220,8,220,27,111,91,0,121.978
6,1,1,280,257,4,257,64,157,99,-1,158.586
7,0,0,293,0,2,0,0,6,96,0,6.25
8,0,0,293,0,2,0,0,7,98,0,7.14286
9,1,1,298,238,5,238,47,146,98,0,148.98
10,6,5,300,265,8,265,33,129,94,0,137.234
11,5,4,312,202,12,202,16,100,96,2,104.167
12,2,2,325,300,5,300,60,132,99,-1,133.333
13,2,2,323,243,10,243,24,115,101,4,113.861
14,4,4,312,265,10,265,26,135,117,0,115.385
15,5,5,299,245,7,245,35,120,96,0,125
16,8,6,330,230,12,230,19,164,105,0,156.19
17,7,6,342,225,11,225,20,178,101,2,176.238
18,7,6,342,234,11,234,21,178,101,2,176.238
19,6,5,348,253,11,253,23,100,100,0,100
20,7,6,328,265,10,265,26,128,96,4,133.333
21,6,5,346,279,10,279,27,114,96,2,118.75
22,9,1,351,178,13,178,13,118,101,2,116.832
23,8,7,337,243,14,243,17,180,96,0,187.5
24,6,2,329,210,16,210,13,94,91,2,103.297
25,6,5,370,262,6,262,43,83,93,0,89.2473
26,4,2,368,267,11,267,24,113,92,0,122.826
27,7,5,329,264,10,264,26,118,92,2,128.261
28,7,5,320,282,6,282,47,172,95,0,181.053
29,7,5,310,239,5,239,47,165,96,-1,171.875
30,0,0,323,0,2,0,0,19,92,4,20.6522
31,5,1,299,202,9,202,22,89,91,0,97.8022
32,5,1,299,200,9,200,22,89,90,0,98.8889
33,6,4,311,236,11,236,21,169,87,4,194.253
34,5,3,306,193,10,193,19,91,90,0,101.111
35,4,1,320,128,14,128,9,73,87,4,83.908
36,3,2,335,224,10,224,22,92,88,2,104.545
37,3,2,336,254,8,254,31,99,88,0,112.5
38,5,5,320,246,6,246,41,93,90,0,103.333
39,2,2,332,268,7,268,38,110,90,0,122.222
40,1,1,327,282,6,282,47,128,86,0,148.837
41,0,0,354,0,2,0,0,19,88,4,21.5909
42,2,2,358,262,7,262,37,140,87,0,160.92
43,2,2,342,294,9,294,32,126,89,0,141.573
44,2,1,349,233,8,233,29,94,82,0,114.634
45,2,1,329,215,14,215,15,98,87,2,112.644
46,4,2,346,207,19,207,10,101,87,4,116.092
47,2,2,362,280,10,280,28,137,87,0,157.471
48,3,1,374,163,20,163,8,100,92,4,108.696
49,1,1,347,190,8,190,23,100,94,0,106.383
50,3,3,356,311,4,311,77,137,92,0,148.913
51,4,1,343,244,8,244,30,127,91,0,139.56
52,2,2,355,299,8,299,37,140,94,0,148.936
53,4,3,385,341,8,341,42,135,95,0,142.105
54,5,5,398,346,5,346,69,336,99,0,339.394
55,4,4,371,355,4,355,88,273,100,0,273
56,4,4,368,351,4,351,87,270,92,0,293.478
57,8,1,376,167,16,167,10,94,94,4,100
58,4,2,370,193,11,193,17,121,94,4,128.723
59,9,3,381,246,13,246,18,172,94,2,182.979
60,6,2,380,9,3,9,3,1,88,0,1.13636
61,6,2,380,7,3,7,2,1,91,2,1.0989
62,7,3,370,261,10,261,26,190,91,0,208.791
63,8,8,383,379,4,379,94,280,91,0,307.692
64,10,7,365,221,19,221,11,173,90,4,192.222
65,0,0,362,0,2,0,0,8,84,0,9.52381
66,0,0,364,0,2,0,0,10,84,2,11.9048
67,6,4,384,300,14,300,21,143,90,2,158.889
68,9,3,397,204,17,204,12,122,94,2,129.787
69,4,2,367,7,3,7,2,1,93,4,1.07527
70,4,2,363,163,9,163,18,92,93,2,98.9247
71,4,3,361,224,14,224,16,120,95,2,126.316
72,6,6,349,211,12,211,17,106,98,2,108.163
73,7,2,367,177,16,177,11,102,99,4,103.03
74,5,4,365,206,14,206,14,118,100,4,118
75,5,1,378,247,9,247,27,122,97,2,125.773
76,4,1,365,279,9,279,31,133,101,0,131.683
77,5,5,346,341,4,341,85,233,103,0,226.214
78,7,3,344,194,15,194,12,113,100,2,113
79,5,3,340,295,7,295,42,153,106,0,144.34
80,5,5,331,323,4,323,80,215,111,0,193.694
81,5,5,331,323,4,323,80,215,107,0,200.935
82,4,1,322,208,10,208,20,111,111,2,100
83,9,5,327,95,15,95,6,65,110,4,59.0909
84,4,4,317,243,12,243,20,129,110,0,117.273
85,5,3,317,234,12,234,19,120,111,4,108.108
86,5,1,320,73,7,73,10,57,110,4,51.8182
87,5,5,309,269,6,269,44,151,114,0,132.456
88,9,7,322,248,7,248,35,113,114,-1,99.1228
89,0,0,342,0,2,0,0,18,113,4,15.9292
90,3,2,348,235,15,235,15,123,114,2,107.895
91,2,1,318,266,5,266,53,143,113,-1,126.549
92,3,3,326,276,9,276,30,141,114,0,123.684
93,8,7,334,232,13,232,17,130,116,2,112.069
94,5,3,338,230,11,230,20,134,116,2,115.517
95,3,1,338,198,9,198,22,105,116,0,90.5172
96,3,2,304,88,7,88,12,65,114,4,57.0175
97,3,2,337,176,13,176,13,112,115,2,97.3913
98,4,3,338,229,14,229,16,130,115,4,113.043
99,4,2,321,154,17,154,9,99,115,4,86.087
100,4,2,324,156,16,156,9,100,119,4,84.0336
101,2,2,343,326,5,326,65,113,114,0,99.1228
102,4,2,345,169,10,169,16,106,116,0,91.3793
103,5,3,337,202,15,202,13,135,121,4,111.57
