Frame #,Sample Size,Selected Sample,Feature Size, Selected Features, # Clusters,Cluster Sum, Cluster Avg., Box Est.,Actual, Validity, Accuracy
1,2,2,296,141,3,141,47,110,92,2,119.565
2,1,1,301,148,3,148,49,88,92,2,95.6522
3,1,1,279,131,3,131,43,103,0,-2,0
4,6,5,287,204,4,204,51,142,92,0,154.348
5,4,2,298,149,3,149,49,116,91,0,127.473
6,4,4,280,254,4,254,63,123,99,-1,124.242
7,1,1,293,10,3,10,3,10,96,0,10.4167
8,1,1,293,10,3,10,3,10,98,0,10.2041
9,3,1,298,152,3,152,50,106,98,0,108.163
10,3,3,300,162,3,162,54,114,94,0,121.277
11,4,1,312,127,3,127,42,81,96,2,84.375
12,3,3,325,297,4,297,74,149,99,-1,150.505
13,2,1,323,165,3,165,55,93,101,2,92.0792
14,3,1,312,164,3,164,54,114,117,0,97.4359
15,4,2,299,150,3,150,50,139,96,0,144.792
16,6,5,330,164,4,164,41,94,105,0,89.5238
17,7,4,342,163,3,163,54,174,101,4,172.277
18,7,4,342,162,3,162,54,170,101,2,168.317
19,9,9,348,228,5,228,45,84,100,0,84
20,5,5,328,239,4,239,59,86,96,4,89.5833
21,8,5,346,169,5,169,33,60,96,0,62.5
22,6,4,351,98,5,98,19,36,101,2,35.6436
23,9,7,337,197,4,197,49,94,96,2,97.9167
24,4,4,329,148,4,148,37,80,91,2,87.9121
25,5,5,370,253,4,253,63,108,93,0,116.129
26,2,2,368,142,3,142,47,77,92,0,83.6957
27,6,4,329,238,4,238,59,124,92,2,134.783
28,10,10,320,273,4,273,68,197,95,0,207.368
29,9,7,310,234,4,234,58,178,96,-1,185.417
30,10,5,323,102,5,102,20,74,92,4,80.4348
31,6,5,299,181,4,181,45,96,91,0,105.495
32,10,8,299,181,4,181,45,113,90,0,125.556
33,4,4,311,187,4,187,46,100,87,4,114.943
34,8,4,306,176,5,176,35,105,90,0,116.667
35,5,3,320,39,5,39,7,34,87,4,39.0805
36,0,0,335,0,2,0,0,8,88,2,9.09091
37,0,0,336,0,2,0,0,6,88,0,6.81818
38,6,5,320,285,4,285,71,130,90,-1,144.444
39,8,8,332,258,4,258,64,117,90,0,130
40,3,3,327,275,4,275,68,142,86,0,165.116
41,5,3,354,73,4,73,18,24,88,4,27.2727
42,6,5,358,252,4,252,63,135,87,0,155.172
43,2,2,342,269,4,269,67,133,89,0,149.438
44,3,3,349,132,5,132,26,89,82,4,108.537
45,5,4,329,150,4,150,37,109,87,2,125.287
46,5,4,346,221,4,221,55,125,87,2,143.678
47,4,4,362,261,5,261,52,114,87,0,131.034
48,5,2,374,35,4,35,8,26,92,4,28.2609
49,6,3,347,121,5,121,24,83,94,0,88.2979
50,5,5,356,305,3,305,101,232,92,0,252.174
51,2,2,343,130,3,130,43,94,91,0,103.297
52,1,1,355,127,3,127,42,81,94,0,86.1702
53,7,7,385,296,4,296,74,165,95,0,173.684
54,1,1,398,339,3,339,113,143,99,0,144.444
55,1,1,371,352,3,352,117,173,100,0,173
56,1,1,368,351,3,351,117,173,92,0,188.043
57,2,1,376,80,3,80,26,60,94,4,63.8298
58,1,1,370,98,3,98,32,80,94,4,85.1064
59,3,2,381,207,4,207,51,110,94,2,117.021
60,3,3,380,259,4,259,64,106,88,0,120.455
61,3,2,380,115,3,115,38,19,91,2,20.8791
62,1,1,370,143,3,143,47,85,91,0,93.4066
63,0,0,383,0,2,0,0,2,91,0,2.1978
64,3,2,365,151,4,151,37,84,90,4,93.3333
65,4,3,362,126,3,126,42,74,84,0,88.0952
66,2,2,364,3,3,3,1,2,84,0,2.38095
67,3,3,384,245,4,245,61,141,90,2,156.667
68,5,2,397,99,3,99,33,93,94,2,98.9362
69,1,1,367,353,3,353,117,166,93,0,178.495
70,1,1,363,356,3,356,118,165,93,0,177.419
71,0,0,361,0,2,0,0,13,95,2,13.6842
72,2,2,349,133,4,133,33,94,98,2,95.9184
73,3,1,367,57,3,57,19,55,99,4,55.5556
74,5,2,365,99,4,99,24,85,100,4,85
75,3,3,378,132,4,132,33,34,97,2,35.0515
76,1,1,365,127,3,127,42,97,101,4,96.0396
77,2,2,346,338,3,338,112,202,103,0,196.117
78,5,3,344,7,3,7,2,3,100,4,3
79,5,4,340,293,4,293,73,241,106,0,227.358
80,5,4,331,320,3,320,106,274,111,0,246.847
81,5,4,331,320,3,320,106,269,107,0,251.402
82,0,0,322,0,2,0,0,9,111,2,8.10811
83,0,0,327,0,2,0,0,18,110,4,16.3636
84,2,2,317,146,4,146,36,108,110,2,98.1818
85,6,5,317,190,4,190,47,197,111,4,177.477
86,6,3,320,79,5,79,15,64,110,4,58.1818
87,3,2,309,263,4,263,65,162,114,0,142.105
88,2,2,322,142,4,142,35,100,114,-1,87.7193
89,4,2,342,34,4,34,8,30,113,0,26.5487
90,3,2,348,154,4,154,38,96,114,4,84.2105
91,3,3,318,254,4,254,63,108,113,0,95.5752
92,1,1,326,161,3,161,53,104,114,0,91.2281
93,4,3,334,170,4,170,42,95,116,2,81.8966
94,2,2,338,43,4,43,10,40,116,4,34.4828
95,1,1,338,58,3,58,19,53,116,0,45.6897
96,2,2,304,102,4,102,25,70,114,4,61.4035
97,5,5,337,139,6,139,23,84,115,2,73.0435
98,3,3,338,168,4,168,42,101,115,4,87.8261
99,2,2,321,71,4,71,17,57,115,4,49.5652
100,2,2,324,70,4,70,17,57,119,4,47.8992
101,2,2,343,316,3,316,105,162,114,0,142.105
102,3,3,345,123,5,123,24,83,116,2,71.5517
103,1,1,337,54,3,54,18,49,121,2,40.4959
