Frame #,Sample Size,Selected Sample,Feature Size, Selected Features, # Clusters,Cluster Sum, Cluster Avg., Box Est.,Actual, Validity, Accuracy
1,6,4,90,8,4,8,2,3,25,4,12
2,0,0,101,0,2,0,0,0,23,-2,0
3,0,0,82,0,2,0,0,6,21,4,28.5714
4,9,4,77,26,4,26,6,8,18,-1,44.4444
5,0,0,78,0,2,0,0,0,18,-2,0
6,0,0,66,0,2,0,0,0,21,-2,0
7,0,0,64,0,2,0,0,0,17,-2,0
8,0,0,35,0,2,0,0,0,18,-2,0
9,0,0,36,0,2,0,0,0,17,-2,0
10,0,0,40,0,2,0,0,0,17,-2,0
11,0,0,37,0,2,0,0,0,16,-2,0
12,0,0,60,0,2,0,0,0,15,-2,0
13,0,0,23,0,2,0,0,0,15,-2,0
14,0,0,27,0,2,0,0,0,16,-2,0
15,0,0,55,0,2,0,0,0,18,-2,0
16,0,0,57,0,2,0,0,0,17,-2,0
17,0,0,53,0,2,0,0,0,14,-2,0
18,0,0,51,0,2,0,0,0,14,-2,0
19,0,0,54,0,2,0,0,0,16,-2,0
20,0,0,22,0,2,0,0,0,16,-2,0
21,0,0,21,0,2,0,0,0,15,-2,0
22,0,0,59,0,2,0,0,0,14,-2,0
23,0,0,44,0,2,0,0,0,14,-2,0
24,0,0,38,0,2,0,0,0,14,-2,0
25,0,0,40,0,2,0,0,0,18,-2,0
26,0,0,41,0,2,0,0,0,14,-2,0
27,0,0,25,0,2,0,0,0,13,-2,0
28,0,0,31,0,2,0,0,0,12,-2,0
29,0,0,28,0,2,0,0,0,11,-2,0
30,0,0,29,0,2,0,0,0,11,-2,0
31,0,0,27,0,2,0,0,0,9,-2,0
32,0,0,46,0,2,0,0,0,13,-2,0
33,0,0,41,0,2,0,0,0,9,-2,0
34,0,0,28,0,2,0,0,0,9,-2,0
35,0,0,35,0,2,0,0,0,9,-2,0
36,0,0,23,0,2,0,0,0,9,-2,0
37,0,0,28,0,2,0,0,0,9,-2,0
38,0,0,21,0,2,0,0,0,9,-2,0
39,0,0,26,0,2,0,0,0,13,-2,0
40,0,0,25,0,2,0,0,0,8,-2,0
41,0,0,22,0,2,0,0,0,8,-2,0
42,0,0,27,0,2,0,0,0,12,-2,0
43,0,0,25,0,2,0,0,0,8,-2,0
44,0,0,20,0,2,0,0,0,8,-2,0
45,0,0,23,0,2,0,0,0,8,-2,0
46,0,0,25,0,2,0,0,0,9,-2,0
47,0,0,23,0,2,0,0,0,8,-2,0
48,0,0,24,0,2,0,0,0,7,-2,0
49,0,0,21,0,2,0,0,0,7,-2,0
50,0,0,21,0,2,0,0,0,7,-2,0
51,0,0,20,0,2,0,0,0,7,-2,0
52,0,0,21,0,2,0,0,0,7,-2,0
53,0,0,19,0,2,0,0,0,7,-2,0
54,0,0,15,0,2,0,0,0,6,-2,0
55,0,0,16,0,2,0,0,0,7,-2,0
56,0,0,16,0,2,0,0,0,6,-2,0
57,0,0,20,0,2,0,0,0,7,-2,0
58,0,0,16,0,2,0,0,0,6,-2,0
59,0,0,14,0,2,0,0,0,5,-2,0
