Frame #,Sample Size,Selected Sample,Feature Size, Selected Features, # Clusters,Cluster Sum, Cluster Avg., Box Est.,Actual, Validity, Accuracy
1,40,24,111,52,10,52,5,9,0,0,0
2,35,16,98,41,10,41,4,6,0,2,0
3,35,18,103,48,11,48,4,11,0,4,0
4,35,18,103,45,10,45,4,11,0,4,0
5,35,23,101,55,11,55,5,10,0,2,0
6,35,24,101,72,15,72,4,10,0,2,0
7,38,22,107,55,11,55,5,9,0,2,0
8,36,24,108,59,13,59,4,10,0,0,0
9,35,23,107,60,12,60,5,9,0,0,0
10,33,21,107,53,13,53,4,7,0,4,0
11,32,23,105,63,13,63,4,7,0,2,0
12,37,24,106,65,13,65,5,10,0,2,0
13,33,21,108,56,11,56,5,10,0,2,0
14,34,20,109,53,13,53,4,8,0,4,0
15,28,14,99,45,10,45,4,7,0,2,0
16,28,19,95,51,13,51,3,9,0,4,0
17,30,25,91,56,13,56,4,11,0,2,0
18,25,13,94,33,9,33,3,7,0,-1,0
19,29,20,90,57,12,57,4,10,0,4,0
20,27,13,93,46,9,46,5,8,0,0,0
21,29,16,94,57,8,57,7,14,0,0,0
22,31,15,106,38,10,38,3,10,0,4,0
23,27,19,96,47,12,47,3,9,0,4,0
24,30,19,100,44,11,44,4,7,0,4,0
25,23,20,97,77,6,77,12,16,0,0,0
26,28,18,96,53,9,53,5,10,0,-1,0
27,25,19,87,53,11,53,4,12,0,0,0
28,24,21,86,58,12,58,4,12,0,-1,0
29,31,31,92,91,4,91,22,28,0,0,0
30,31,19,93,58,9,58,6,11,0,-1,0
31,26,19,91,49,11,49,4,9,0,2,0
32,31,23,101,66,9,66,7,13,0,0,0
33,31,31,100,100,4,100,25,20,0,-2,0
34,19,19,80,79,4,79,19,21,0,0,0
35,12,10,76,44,5,44,8,12,0,0,0
36,17,14,78,65,8,65,8,15,0,2,0
37,17,17,70,67,4,67,16,19,0,0,0
38,17,17,71,67,4,67,16,18,0,0,0
39,17,7,72,30,7,30,4,9,0,2,0
40,25,20,80,48,11,48,4,10,0,2,0
41,20,18,69,64,4,64,16,23,0,0,0
42,25,15,68,35,7,35,5,13,0,2,0
43,21,15,68,46,9,46,5,9,0,0,0
44,19,13,57,31,8,31,3,10,0,2,0
45,21,14,61,37,8,37,4,10,0,-1,0
46,17,5,52,22,6,22,3,5,0,2,0
47,12,8,48,28,6,28,4,12,0,0,0
48,32,30,72,66,4,66,16,24,0,-1,0
49,20,10,62,30,6,30,5,7,0,-1,0
50,21,21,62,62,5,62,12,15,0,0,0
51,17,9,51,20,7,20,2,8,0,2,0
52,17,14,51,38,4,38,9,11,0,-1,0
53,15,13,45,32,6,32,5,10,0,0,0
54,13,10,45,21,6,21,3,11,0,0,0
55,12,10,43,38,7,38,5,12,0,0,0
56,13,12,47,45,6,45,7,15,0,0,0
57,13,11,47,44,5,44,8,14,0,0,0
58,10,9,35,31,4,31,7,19,0,0,0
59,9,9,48,48,5,48,9,17,0,-1,0
60,13,9,49,22,7,22,3,6,0,0,0
61,12,11,51,38,5,38,7,14,0,0,0
62,12,12,51,40,5,40,8,14,0,0,0
63,15,11,56,28,7,28,4,9,0,1,0
64,14,14,53,50,4,50,12,17,0,-1,0
65,17,14,53,40,5,40,8,8,0,-1,0
66,14,7,49,27,7,27,3,7,0,0,0
67,21,16,53,34,5,34,6,14,0,0,0
68,20,8,51,30,7,30,4,11,0,-1,0
69,24,19,50,26,6,26,4,9,0,0,0
70,20,16,47,31,8,31,3,11,0,2,0
71,19,11,49,16,6,16,2,9,0,-1,0
72,22,13,54,42,7,42,6,12,0,0,0
73,25,19,53,28,9,28,3,10,0,2,0
74,19,15,44,21,6,21,3,8,0,-1,0
75,13,9,36,14,5,14,2,7,0,0,0
76,13,11,36,32,5,32,6,11,0,0,0
77,12,7,37,11,4,11,2,8,0,-1,0
78,12,10,40,23,5,23,4,9,0,-1,0
79,10,4,31,16,5,16,3,8,0,0,0
80,13,8,35,20,6,20,3,8,0,0,0
81,18,16,37,34,4,34,8,12,0,0,0
82,19,17,40,37,4,37,9,14,0,0,0
83,14,10,43,24,6,24,4,11,0,0,0
84,15,13,50,41,4,41,10,14,0,0,0
85,13,12,46,34,4,34,8,16,0,-1,0
86,13,10,48,27,5,27,5,14,0,2,0
87,13,11,44,32,5,32,6,12,0,-1,0
88,17,15,48,40,6,40,6,15,0,0,0
89,19,16,46,37,6,37,6,9,0,0,0
90,19,13,44,28,7,28,4,6,0,0,0
91,14,10,38,31,6,31,5,13,0,-1,0
92,13,11,37,34,5,34,6,11,0,0,0
93,17,16,40,35,6,35,5,12,0,0,0
