Frame #,Sample Size,Selected Sample,Feature Size, Selected Features, # Clusters,Cluster Sum, Cluster Avg., Box Est.,Actual, Validity, Accuracy
1,0,0,21,0,2,0,0,0,0,-2,0
2,16,15,97,92,4,92,23,28,0,0,0
3,22,20,112,101,4,101,25,28,0,-1,0
4,21,18,106,52,3,52,17,23,0,-1,0
5,20,18,104,49,3,49,16,20,0,0,0
6,0,0,108,0,2,0,0,0,0,-2,0
7,20,19,108,54,4,54,13,25,0,4,0
8,20,17,104,46,3,46,15,19,0,-1,0
9,18,17,107,51,3,51,17,24,0,4,0
10,17,15,99,58,4,58,14,21,0,-1,0
11,16,16,100,48,4,48,12,24,0,4,0
12,20,15,111,38,9,38,4,11,0,4,0
13,26,26,118,56,4,56,14,22,0,4,0
14,16,9,105,32,9,32,3,10,0,4,0
15,15,13,113,57,4,57,14,14,0,0,0
16,19,8,110,54,11,54,4,10,0,4,0
17,15,15,108,104,4,104,26,22,0,0,0
18,15,14,102,91,5,91,18,23,0,0,0
19,14,11,103,16,5,16,3,4,0,4,0
20,16,16,121,120,4,120,30,41,0,0,0
21,13,11,114,40,3,40,13,22,0,0,0
22,12,8,111,35,3,35,11,7,0,-1,0
23,0,0,60,0,2,0,0,0,0,-2,0
24,17,17,111,52,3,52,17,23,0,-1,0
25,19,18,117,56,3,56,18,22,0,0,0
26,15,15,115,52,3,52,17,16,0,0,0
27,12,11,115,55,5,55,11,15,0,4,0
28,14,12,109,48,3,48,16,14,0,0,0
29,0,0,52,0,2,0,0,2,0,-1,0
30,2,2,58,9,3,9,3,3,0,-1,0
31,11,11,117,53,3,53,17,22,0,0,0
32,9,9,110,52,3,52,17,22,0,-1,0
33,0,0,64,0,2,0,0,2,0,-1,0
34,0,0,65,0,2,0,0,2,0,-2,0
35,0,0,52,0,2,0,0,1,0,-1,0
36,0,0,51,0,2,0,0,0,0,-2,0
37,18,10,116,53,4,53,13,23,0,-1,0
38,18,13,126,81,4,81,20,33,0,0,0
39,0,0,46,0,2,0,0,2,0,0,0
40,19,15,129,96,4,96,24,33,0,0,0
41,16,10,119,48,5,48,9,19,0,4,0
42,17,13,123,85,11,85,7,25,0,4,0
43,20,16,131,91,4,91,22,36,0,0,0
44,16,9,132,63,11,63,5,13,0,4,0
45,16,14,127,106,4,106,26,34,0,0,0
46,18,12,133,93,4,93,23,34,0,0,0
47,15,14,132,125,4,125,31,38,0,-1,0
48,21,17,132,90,8,90,11,34,0,4,0
49,22,19,131,120,4,120,30,32,0,-1,0
50,25,14,136,68,4,68,17,32,0,0,0
51,0,0,63,0,2,0,0,2,0,-1,0
52,1,1,64,16,3,16,5,9,0,-2,0
53,0,0,67,0,2,0,0,2,0,-2,0
54,2,2,64,15,3,15,5,6,0,-1,0
55,2,2,67,13,3,13,4,3,0,-1,0
56,2,2,74,20,3,20,6,5,0,0,0
57,0,0,76,0,2,0,0,2,0,-2,0
58,1,1,80,26,3,26,8,10,0,0,0
59,3,3,81,27,3,27,9,5,0,-1,0
60,1,1,83,31,3,31,10,9,0,-2,0
61,2,2,87,37,3,37,12,5,0,-2,0
62,3,3,94,41,3,41,13,5,0,-1,0
63,2,2,83,27,3,27,9,5,0,-1,0
64,0,0,88,0,2,0,0,2,0,-1,0
65,0,0,93,0,2,0,0,2,0,0,0
66,1,1,91,36,3,36,12,14,0,-1,0
67,2,2,89,35,3,35,11,17,0,-1,0
68,1,1,84,27,3,27,9,12,0,0,0
69,0,0,82,0,2,0,0,1,0,-1,0
70,1,1,81,76,4,76,19,18,0,-1,0
71,0,0,79,0,2,0,0,2,0,-1,0
72,3,2,81,27,3,27,9,4,0,0,0
73,3,3,81,28,3,28,9,4,0,-1,0
74,2,2,81,27,3,27,9,4,0,-1,0
75,2,1,76,9,3,9,3,5,0,-1,0
76,4,3,73,8,3,8,2,1,0,4,0
77,4,3,72,16,3,16,5,2,0,-1,0
78,4,4,73,8,4,8,2,1,0,4,0
79,0,0,68,0,2,0,0,2,0,-2,0
80,0,0,63,0,2,0,0,0,0,-2,0
81,5,3,68,7,3,7,2,1,0,0,0
82,0,0,57,0,2,0,0,0,0,-2,0
83,0,0,58,0,2,0,0,0,0,-2,0
84,0,0,58,0,2,0,0,0,0,-2,0
85,0,0,55,0,2,0,0,0,0,-2,0
86,0,0,56,0,2,0,0,0,0,-2,0
87,0,0,58,0,2,0,0,0,0,-2,0
88,0,0,58,0,2,0,0,0,0,-2,0
89,0,0,58,0,2,0,0,0,0,-2,0
90,4,4,61,7,3,7,2,1,0,-1,0
