Frame #,Box Est.,Actual, Accuracy
1,76,92,82.6087
2,91,92,98.913
3,59,0,0
4,40,92,43.4783
5,29,91,31.8681
6,62,99,62.6263
7,0,96,0
8,0,98,0
9,54,98,55.102
10,82,94,87.234
11,69,96,71.875
12,80,99,80.8081
13,87,101,86.1386
14,92,117,78.6325
15,81,96,84.375
16,90,105,85.7143
17,82,101,81.1881
18,81,101,80.198
19,75,100,75
20,77,96,80.2083
21,63,96,65.625
22,72,101,71.2871
23,84,96,87.5
24,69,91,75.8242
25,55,93,59.1398
26,67,92,72.8261
27,76,92,82.6087
28,77,95,81.0526
29,68,96,70.8333
30,0,92,0
31,67,91,73.6264
32,68,90,75.5556
33,74,87,85.0575
34,68,90,75.5556
35,51,87,58.6207
36,69,88,78.4091
37,59,88,67.0455
38,63,90,70
39,80,90,88.8889
40,85,86,98.8372
41,0,88,0
42,78,87,89.6552
43,75,89,84.2697
44,68,82,82.9268
45,53,87,60.9195
46,64,87,73.5632
47,60,87,68.9655
48,39,92,42.3913
49,66,94,70.2128
50,68,92,73.913
51,47,91,51.6484
52,71,94,75.5319
53,74,95,77.8947
54,90,99,90.9091
55,63,100,63
56,64,92,69.5652
57,56,94,59.5745
58,48,94,51.0638
59,52,94,55.3191
60,1,88,1.13636
61,1,91,1.0989
62,60,91,65.9341
63,52,91,57.1429
64,57,90,63.3333
65,0,84,0
66,0,84,0
67,54,90,60
68,43,94,45.7447
69,1,93,1.07527
70,58,93,62.3656
71,46,95,48.4211
72,56,98,57.1429
73,60,99,60.6061
74,53,100,53
75,49,97,50.5155
76,54,101,53.4653
77,55,103,53.3981
78,60,100,60
79,65,106,61.3208
80,65,111,58.5586
81,68,107,63.5514
82,58,111,52.2523
83,34,110,30.9091
84,57,110,51.8182
85,57,111,51.3514
86,34,110,30.9091
87,61,114,53.5088
88,76,114,66.6667
89,0,113,0
90,53,114,46.4912
91,65,113,57.5221
92,63,114,55.2632
93,67,116,57.7586
94,79,116,68.1034
95,47,116,40.5172
96,35,114,30.7018
97,64,115,55.6522
98,74,115,64.3478
99,54,115,46.9565
100,54,119,45.3782
101,66,114,57.8947
102,70,116,60.3448
103,74,121,61.157
