Frame #,Sample Size,Selected Sample,Feature Size, Selected Features, # Clusters,Cluster Sum, Cluster Avg., Box Est.,Actual, Validity, Accuracy
1,10,3,96,33,3,33,11,21,8,-1,262.5
2,15,5,111,44,4,44,11,23,9,-2,255.556
3,10,4,103,16,3,16,5,10,9,0,111.111
4,7,2,98,41,4,41,10,24,9,-1,266.667
5,9,4,102,27,4,27,6,9,9,0,100
6,7,3,86,47,4,47,11,20,9,-2,222.222
7,1,1,98,44,4,44,11,17,8,-1,212.5
8,5,3,121,8,3,8,2,5,9,4,55.5556
9,4,2,123,27,3,27,9,16,9,-1,177.778
10,5,2,122,39,4,39,9,21,8,0,262.5
11,0,0,110,0,2,0,0,0,8,-2,0
12,0,0,123,0,2,0,0,0,8,-2,0
13,14,8,239,163,17,163,9,61,8,4,762.5
14,0,0,109,0,2,0,0,0,8,-2,0
15,0,0,106,0,2,0,0,0,7,-2,0
16,0,0,90,0,2,0,0,0,8,-2,0
17,15,4,112,22,3,22,7,9,8,0,112.5
18,14,5,119,33,4,33,8,14,8,0,175
19,11,2,127,54,4,54,13,30,7,0,428.571
20,14,7,160,42,9,42,4,14,7,4,200
21,13,2,243,76,4,76,19,28,8,0,350
22,9,5,221,79,4,79,19,41,8,0,512.5
23,4,1,90,24,4,24,6,13,8,0,162.5
24,8,6,88,66,4,66,16,25,8,-1,312.5
25,13,11,219,109,4,109,27,54,7,-1,771.429
26,0,0,119,0,2,0,0,0,7,-2,0
27,0,0,122,0,2,0,0,0,7,-2,0
28,0,0,119,0,2,0,0,0,7,-2,0
29,0,0,137,0,2,0,0,0,7,-2,0
30,0,0,115,0,2,0,0,0,7,-2,0
31,0,0,110,0,2,0,0,0,7,-2,0
32,0,0,114,0,2,0,0,10,7,4,142.857
33,0,0,98,0,2,0,0,0,7,-2,0
34,0,0,63,0,2,0,0,0,7,-2,0
35,11,6,108,24,7,24,3,8,6,4,133.333
36,25,18,247,159,4,159,39,73,6,0,1216.67
37,23,1,296,37,4,37,9,15,6,0,250
